"date","country","bsp","cds","stocks","greece_a","ireland_a","portugal_a","spain_a","crisis_a","es_b_1.5","fr_b_1.5","gr_b_1.5","ie_b_1.5","it_b_1.5","nl_b_1.5","pt_b_1.5","es_b_2","fr_b_2","gr_b_2","ie_b_2","it_b_2","nl_b_2","pt_b_2","euribor","dvix","dvstoxx"
2007-01-02,"es",0.0217999999999998,NA,761.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2007-01-03,"es",0.0164,NA,762.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2783,0.0406835766364435,0.00340020728816937
2007-01-04,"es",0.0156999999999998,NA,763.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2912,-0.0450182171468834,0.0221559918972085
2007-01-05,"es",0.0164000000000004,NA,760.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2785,0.0532895628975609,0.0821856749715151
2007-01-08,"es",0.0154999999999994,NA,761.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3192,-0.011599135843352,0.0319015918245484
2007-01-09,"es",0.0154000000000005,NA,761.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3277,-0.00752826642079141,-0.0149211959629749
2007-01-10,"es",0.0197000000000003,NA,751.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3602,-0.0376434522259297,0.0366038502725328
2007-01-11,"es",0.0198,NA,762.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3767,-0.0537282300081614,-0.136434152282484
2007-01-12,"es",0.0176999999999996,NA,764.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3776,-0.0685329956453216,-0.0317272646143727
2007-01-15,"es",0.0217000000000001,NA,768.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4255,0,0.0102355038940267
2007-01-16,"es",0.0222999999999995,NA,765.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4217,0.0565013835929222,0.0656834865956473
2007-01-17,"es",0.0228999999999999,NA,761.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4004,-0.0140649294674033,0.023249554920231
2007-01-18,"es",0.0318999999999994,NA,761.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3968,0.0242549203731532,0.00927363678532922
2007-01-19,"es",0.0227999999999993,NA,767.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4253,-0.0423592738391414,-0.0833816089390509
2007-01-22,"es",0.0229999999999997,NA,765.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.410200000000001,0.0349586850209702,0.0691266418035177
2007-01-23,"es",0.0199000000000007,NA,765.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3878,-0.0407446220880141,-0.000624414631589687
2007-01-24,"es",0.0275999999999996,NA,774.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3838,-0.0444957234456624,-0.0758872892693891
2007-01-25,"es",0.0164,NA,774.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3997,0.12617375445993,0.0357417263382636
2007-01-26,"es",0.0214999999999996,NA,768.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4314,-0.00805373480709681,0.0288389098154229
2007-01-29,"es",0.0229999999999997,NA,773.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4528,0.028345564712795,0.0181538631855616
2007-01-30,"es",0.0274999999999999,NA,775.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4828,-0.0437374484803792,-0.0607409437180415
2007-01-31,"es",0.00750000000000028,NA,775.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4725,-0.0505252451946485,0.0482563870557962
2007-02-01,"es",0.0107999999999997,NA,777.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.465,-0.0106127382963521,-0.0508966526159726
2007-02-02,"es",0.0210999999999997,NA,780.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4608,-0.0225610353856465,-0.0676718673318377
2007-02-05,"es",0.0211999999999994,NA,780.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4388,0.045572597278853,0.0154389031516513
2007-02-06,"es",0.0307000000000004,NA,785.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.411,0.00943403223335881,0.0034758463913529
2007-02-07,"es",0.0278,NA,792.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3998,-0.0314761321020174,-0.0310102367425604
2007-02-08,"es",0.0208000000000004,NA,791.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3996,0.0115608224010759,0.0205462417172795
2007-02-09,"es",0.0235000000000003,NA,793.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4168,0.0613005258637958,-0.0241317600798765
2007-02-12,"es",0.0213000000000001,NA,788.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4563,0.0449216873915117,0.0820301213783745
2007-02-13,"es",0.0205000000000002,NA,792.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4802,-0.115846926629517,-0.0268292416713019
2007-02-14,"es",0.0196000000000005,NA,796.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4914,-0.010695289116748,-0.0559195286779945
2007-02-15,"es",0.0289999999999999,NA,795.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4625,-0.000977995187976699,-0.00576786025868481
2007-02-16,"es",0.0218000000000007,NA,793.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3842,-0.0197634891188398,-0.0278610396288186
2007-02-19,"es",0.0226000000000006,NA,797.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3764,0,-0.00297840875426125
2007-02-20,"es",0.0392999999999999,NA,796.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3843,0.0217185239546431,0.0243105895006162
2007-02-21,"es",0.0273000000000003,NA,791.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3688,-0.0039138993211365,0.0322262043777481
2007-02-22,"es",0.0224000000000002,NA,790.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.345899999999999,-0.00196270916784869,-0.022809256845211
2007-02-23,"es",0.0214999999999996,NA,789.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3584,0.0385404153077769,-0.00941694753253719
2007-02-26,"es",0.0275999999999996,NA,794.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3122,0.0524740714759746,0.00363240501100748
2007-02-27,"es",0.0345000000000004,NA,770.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2382,0.496007860780291,0.251314428280906
2007-02-28,"es",0.0387,NA,761.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1928,-0.171781990551236,0.0951563454835842
2007-03-01,"es",0.0263999999999998,NA,751.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1847,0.0256095942043246,0.0258176830259411
2007-03-02,"es",0.0347,NA,746.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1541,0.162424108314652,0.0143887374520997
2007-03-05,"es",0.0299,NA,734.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1268,0.0533599376342102,0.0712890837473017
2007-03-06,"es",0.0303,NA,738.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0954000000000002,-0.206973416266707,-0.0683377781127215
2007-03-07,"es",0.0400999999999998,NA,743.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872999999999999,-0.0461620417631625,-0.0467539282929734
2007-03-08,"es",0.0344000000000002,NA,758.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834000000000001,-0.0643635583167241,-0.0681477026784889
2007-03-09,"es",0.0315000000000003,NA,761.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627999999999997,-0.0140946660311871,-0.00441745610672228
2007-03-12,"es",0.0257000000000001,NA,755.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766,-0.00712253723319911,0.063257956129656
2007-03-13,"es",0.0486,NA,747.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497000000000001,0.25922523608937,0.0619377394375138
2007-03-14,"es",0.0373000000000001,NA,726.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116999999999998,-0.0485971326081724,0.138827402567964
2007-03-15,"es",0.0341,NA,744.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000700000000000145,-0.0498619601094101,-0.0818860261678256
2007-03-16,"es",0.0393000000000003,NA,747.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147999999999997,0.0216745390402724,-0.028065452898284
2007-03-19,"es",0.0404,NA,761.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00959999999999983,-0.140447108554755,-0.0616331947713196
2007-03-20,"es",0.0363000000000002,NA,765.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028,-0.0948305141905781,-0.0517713947446081
2007-03-21,"es",0.0467,NA,765.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143999999999997,-0.0848899048509359,-0.00159532073185975
2007-03-22,"es",0.0310999999999999,NA,774.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205000000000002,0.0589342492905858,-0.0780046935881282
2007-03-23,"es",0.0418000000000003,NA,777.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529999999999999,0.00154559536178045,-0.0185835777737129
2007-03-26,"es",0.0314999999999994,NA,771.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102,0.0160861377516248,0.112428095674123
2007-03-27,"es",0.0363999999999995,NA,775.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1123,0.0240251795869897,-0.019038121281659
2007-03-28,"es",0.0293999999999999,NA,773.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1275,0.105508872604912,0.0550502431584774
2007-03-29,"es",0.0315000000000003,NA,779.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140600000000001,0.0106242699202297,-0.0771834003684901
2007-03-30,"es",0.0545,NA,781.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1628,-0.0335827394761372,-0.0435093723019473
2007-04-02,"es",0.0190999999999999,NA,785.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1636,-0.00754203095097417,0.00964546485070539
2007-04-03,"es",0.0480999999999998,NA,797.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1777,-0.0764931533656097,-0.0848065305637959
2007-04-04,"es",0.0339,NA,797.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1934,-0.0164797737077196,-0.0324825559593043
2007-04-05,"es",0.0127999999999995,NA,798.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1787,-0.000755572381998082,0
2007-04-06,"es",0.0127999999999995,NA,798.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2009,0,0
2007-04-09,"es",0.0127999999999995,NA,798.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2009,-0.00682596507039968,0
2007-04-10,"es",0.0367999999999995,NA,800.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2009,-0.0356350640473848,-0.00317965291737998
2007-04-11,"es",0.0407999999999999,NA,800.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2396,0.0619227212105846,0.0801406940535081
2007-04-12,"es",0.0233999999999996,NA,795.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2512,-0.0595595850183015,0.00469209071972898
2007-04-13,"es",0.0324,NA,799.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.298,-0.040953133462152,-0.0351331162209645
2007-04-16,"es",0.0409999999999995,NA,802.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.347,-0.0181973590519076,0.0144406841547942
2007-04-17,"es",0.0469999999999997,NA,800.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3201,0.0132671929440491,0.0265267543334291
2007-04-18,"es",0.0324,NA,794.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2964,0.0228022908739804,0.0526884812200752
2007-04-19,"es",0.016,NA,791.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2701,0.00961545869944169,0.0304371321858632
2007-04-20,"es",0.0434999999999999,NA,805.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3183,-0.0382005000953343,-0.0276815503926167
2007-04-23,"es",0.0465999999999998,NA,799.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3075,0.0772985213890665,0.00603568361792428
2007-04-24,"es",0.0410000000000004,NA,779.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2881,0.00611622701743642,0.0157398093386103
2007-04-25,"es",0.0350000000000001,NA,781.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2741,0.00683633501829073,-0.0434731452788557
2007-04-26,"es",0.0259,NA,781.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2987,-0.0323105029434827,0.0022471919569047
2007-04-27,"es",0.0385999999999997,NA,771.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3328,-0.0269429926800346,0.0111608301375283
2007-04-30,"es",0.0518999999999998,NA,769.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3216,0.132928801464378,0.0176022146481269
2007-05-01,"es",0.0518999999999998,NA,769.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2622,-0.0512192724029874,0
2007-05-02,"es",0.0347,NA,771.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2622,-0.0323458059430548,-0.00876237807898583
2007-05-03,"es",0.0370999999999997,NA,770.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3207,0.000764233892756039,-0.0211236314512933
2007-05-04,"es",0.0767999999999995,NA,781.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3364,-0.0138463750632574,-0.0424619152345067
2007-05-07,"es",0.048,NA,784.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2967,0.0184195537652223,0.00409477027249583
2007-05-08,"es",0.0403000000000002,NA,778.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3072,0.00455235991046044,0.0270675897080777
2007-05-09,"es",0.0433000000000003,NA,781.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2993,-0.0252983978580263,-0.0206666368085595
2007-05-10,"es",0.0582000000000003,NA,779.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3134,0.0543940720657989,0.0358910639357899
2007-05-11,"es",-0.000499999999999723,NA,787.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3089,-0.04897400459646,-0.0232107787598808
2007-05-14,"es",0.0251999999999999,NA,784.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3186,0.0751003091886799,0.0326789642230216
2007-05-15,"es",0.0404,NA,791.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3499,0.00357526301468925,-0.0207232283028724
2007-05-16,"es",0.0279000000000007,NA,795.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371700000000001,-0.037081674904532,0.00113122184008896
2007-05-17,"es",0.0275000000000007,NA,797.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.382099999999999,0.000740466527723527,-0.013659859523258
2007-05-18,"es",0.0270999999999999,NA,803.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3612,-0.0571148740554634,-0.0811416876441444
2007-05-21,"es",0.0474999999999994,NA,801.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3533,0.0414487573110645,0.00248293113282561
2007-05-22,"es",0.0221,NA,803.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3463,-0.0182099113794232,-0.0143617829109313
2007-05-23,"es",0.0183,NA,810.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3682,0.0136884266605772,-0.0184073746988456
2007-05-24,"es",0.0429999999999993,NA,804.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3889,0.0615128002210339,0.0686938731292148
2007-05-25,"es",0.0377000000000001,NA,802.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3474,-0.0539883102424183,-0.0446420808106924
2007-05-28,"es",0.0377000000000001,NA,806.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.356999999999999,0,0
2007-05-29,"es",0.0382000000000007,NA,810.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.354,0.014142401695219,0.0228758043287383
2007-05-30,"es",0.0415000000000001,NA,807.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3617,-0.0531232635551517,0.00791480539690648
2007-05-31,"es",0.0582000000000003,NA,817.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.337899999999999,0.0170019551411573,-0.043377308303957
2007-06-01,"es",0.0317000000000007,NA,826.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3351,-0.0209066848193138,-0.0321778083265798
2007-06-04,"es",0.0332999999999997,NA,821.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3766,0.0391304237757653,0.076161360965564
2007-06-05,"es",-0.0035999999999996,NA,817.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365,0.0252613729832873,0.00302572091653719
2007-06-06,"es",0.0406000000000004,NA,797.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3907,0.0870725147636224,0.113544458314637
2007-06-07,"es",0.0378000000000007,NA,786.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3487,0.137390781591469,0.0535561044689623
2007-06-08,"es",0.0389999999999997,NA,791.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3996,-0.139410304324298,-0.034853983093253
2007-06-11,"es",0.0384000000000002,NA,797.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4269,-0.00879870312588826,-0.0344676014849177
2007-06-12,"es",0.0536000000000003,NA,788.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4058,0.125083162149357,0.0312862626405606
2007-06-13,"es",0.0369000000000002,NA,791.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4508,-0.123724466288164,-0.0144426153110069
2007-06-14,"es",0.00980000000000025,NA,804.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4886,-0.0768795780592231,-0.0954718308001774
2007-06-15,"es",0.0255000000000001,NA,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4955,0.0217557529170618,-0.0554513045362142
2007-06-18,"es",0.0447000000000006,NA,805.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5017,-0.0380162737888421,0.0495059838134546
2007-06-19,"es",0.0586000000000002,NA,800.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5044,-0.0434023202023068,-0.038910683698
2007-06-20,"es",0.0454000000000008,NA,802.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.455,0.132460780813662,-0.0131047117208802
2007-06-21,"es",0.0213000000000001,NA,794.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4853,-0.0318586500458813,0.0632814499475201
2007-06-22,"es",0.0507,NA,789.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4977,0.102894423162633,0.0204267388243609
2007-06-25,"es",0.0345000000000004,NA,792.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.483,0.0555698511548104,0.028475728113452
2007-06-26,"es",0.0345999999999993,NA,786.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4661,0.126222465086966,0.0609878679196614
2007-06-27,"es",0.0466999999999995,NA,783.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.453,-0.195859044352823,-0.00105708255086512
2007-06-28,"es",0.0468999999999999,NA,790.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3927,0.000643707778905878,-0.0621792405038062
2007-06-29,"es",0.0701000000000001,NA,793.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4071,0.0434440365869984,-0.0501980202375325
2007-07-02,"es",0.0637999999999996,NA,789.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4007,-0.0524938721069161,0.0422883744807514
2007-07-03,"es",0.0279999999999996,NA,793.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3459,-0.0316649146439687,-0.0476280489892549
2007-07-04,"es",0.0363999999999995,NA,799.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4177,0,0.00533967450850348
2007-07-05,"es",0.0435000000000008,NA,795.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4655,0.036846273385966,0.0580455941435929
2007-07-06,"es",0.0350999999999999,NA,802.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.511299999999999,-0.0503417548608507,-0.0669609578015451
2007-07-09,"es",0.0499000000000001,NA,798.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5446,0.0294532669134955,0.0195099300893484
2007-07-10,"es",0.0503,NA,790.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5288,0.14753252198478,0.0711762784678949
2007-07-11,"es",0.0417999999999994,NA,788.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4501,-0.0543834668059433,0.0178334907253128
2007-07-12,"es",0.0358000000000001,NA,797.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4373,-0.0683920904535613,-0.0635748720453861
2007-07-13,"es",0.0731000000000002,NA,801.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4965,-0.025416812984123,-0.0103271141558494
2007-07-16,"es",0.0901999999999994,NA,805.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4703,0.0286291511143069,0.0182862238234178
2007-07-17,"es",0.1011,NA,808.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4278,0.00256246136369986,0.020734842039412
2007-07-18,"es",0.0728999999999997,NA,802.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4312,0.023396577806396,0.0665124452110493
2007-07-19,"es",0.0908999999999995,NA,810.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3976,-0.0493215553327109,-0.0776670505512262
2007-07-20,"es",0.0981999999999994,NA,796.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4002,0.107000666919389,0.0818099876007423
2007-07-23,"es",0.0687999999999995,NA,802.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.282800000000001,-0.00829388640593498,-0.00934586241823787
2007-07-24,"es",0.0874999999999995,NA,795.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.286,0.09849584163292,0.0767871432137701
2007-07-25,"es",0.1079,NA,796.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.283200000000001,-0.0245578507816639,0.0695080366731791
2007-07-26,"es",0.1284,NA,776.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2628,0.136152264529601,0.125613694887738
2007-07-27,"es",0.1056,NA,779.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1733,0.15304799191401,0.00238189870453365
2007-07-30,"es",0.0778999999999996,NA,775.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1715,-0.146799473626282,0.0242863483776277
2007-07-31,"es",0.0979000000000001,NA,790.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1732,0.119538401941317,-0.0813981149872474
2007-08-01,"es",0.0975000000000001,NA,779.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198,0.00635730049546623,0.142568936180028
2007-08-02,"es",0.1136,NA,784.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2004,-0.109264290340056,-0.104269011092483
2007-08-03,"es",0.0930999999999997,NA,776.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2183,0.170311298646403,0.0318118276350141
2007-08-06,"es",0.0814000000000004,NA,771.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1638,-0.0923733201310153,0.0262664772290688
2007-08-07,"es",0.0831999999999997,NA,783.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-0.0620423656604285,-0.0637509294758178
2007-08-08,"es",0.0860000000000003,NA,801.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1944,-0.00511510066677001,-0.11575340232315
