"date","bsp_at","bsp_be","bsp_es","bsp_fn","bsp_fr","bsp_gr","bsp_ie","bsp_it","bsp_lt","bsp_ma","bsp_nl","bsp_pt","bsp_sk","vol_vix","vol_vstoxx","euribor","stocks_at","stocks_de","stocks_es","stocks_fr","stocks_gr","stocks_ie","stocks_it","stocks_nl","stocks_pt","cds_at","cds_be","cds_cy","cds_de","cds_es","cds_fr","cds_gr","cds_ie","cds_it","cds_nl","cds_dk","cds_ic","cds_sv","cds_uk","cds_us"
2007-01-02,0.0127999999999999,0.0303,0.0217999999999998,-0.0924,0.0177,0.2576,0.0072000000000001,0.248,NA,NA,0.00649999999999995,0.1398,0.2103,11.56,14.68,3.6794,448.14,355.14,761.41,361.06,241.49,817.88,447.14,369.83,138.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-03,0.0169999999999999,0.0333999999999999,0.0164,-0.0901000000000001,0.0238,0.2584,0.0158,0.2552,NA,NA,0.00470000000000015,0.1276,0.182900000000001,12.04,14.73,3.6774,448.84,355.84,762.88,361.01,243.38,808.56,447.91,369.26,138.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-04,0.0108999999999999,0.0322,0.0156999999999998,-0.0879000000000003,0.0183999999999997,0.2492,0.00859999999999994,0.249099999999999,NA,NA,0.00299999999999967,0.1217,0.1966,11.51,15.06,3.6753,446.44,354.72,763.63,358.72,245.45,804.64,445.73,368.51,138.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-05,0.0221000000000005,0.0375000000000001,0.0164000000000004,-0.0935000000000001,0.0291999999999999,0.2668,0.0180000000000002,0.2535,NA,NA,0.00459999999999994,0.1266,0.1928,12.14,16.35,3.6753,440.04,350.8,760.38,355.45,247.24,806.68,443.77,365.45,138.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-08,0.0145999999999997,0.0309999999999997,0.0154999999999994,-0.0921000000000003,0.0225,0.2441,0.0114000000000001,0.241899999999999,NA,NA,0.00649999999999995,0.119899999999999,0.154999999999999,12,16.88,3.6703,437.83,351.59,761.51,355.74,249.19,798.91,443.06,364.9,139.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-09,0.0152999999999999,0.0296000000000003,0.0154000000000005,-0.0951,0.0209000000000001,0.2432,0.0152999999999999,0.242500000000001,NA,NA,0.00740000000000052,0.1197,0.156000000000001,11.91,16.63,3.6662,440.2,352.1,761.57,356.55,248.39,801.56,444.01,367.46,139.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-10,0.0160999999999998,0.0320999999999998,0.0197000000000003,-0.0920000000000001,0.0200000000000005,0.2505,0.0118999999999998,0.2431,NA,NA,0.00900000000000034,0.1189,0.1867,11.47,17.25,3.6622,433.38,349.58,751.8,354.56,244.54,794.89,441.36,364.79,140.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-11,0.0118,0.0272000000000006,0.0198,-0.0946999999999996,0.0171000000000001,0.2277,0.00820000000000043,0.2296,NA,NA,-0.00609999999999999,0.1184,0.2468,10.87,15.05,3.6652,438.93,355.7,762.9,361.23,248.08,795.17,447.25,369.94,141.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-12,0.0165999999999995,0.0324,0.0176999999999996,-0.0920000000000005,0.0221,0.2351,0.0202,0.2379,NA,NA,0.0103,0.1231,0.1709,10.15,14.58,3.6601,441.14,356.64,764.86,361.76,251.36,797.18,448.8,372.29,141.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-15,0.0120999999999993,0.0301999999999998,0.0217000000000001,-0.0949000000000004,0.0168999999999997,0.2428,0.0143999999999993,0.2325,NA,NA,0.00879999999999992,0.117,0.204199999999999,10.15,14.73,3.6601,443.38,358.33,768.08,362.54,251.98,801.75,451.19,374.39,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-16,0.0129999999999999,0.0324,0.0222999999999995,0.00929999999999964,0.0208999999999993,0.2333,0.0154999999999994,0.2234,NA,NA,0.00819999999999954,0.116099999999999,0.271199999999999,10.74,15.73,3.6642,440,357.57,765.12,359.95,250.32,792.33,449.8,374.64,142.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-17,0.0138999999999996,0.0339999999999998,0.0228999999999999,0.0110999999999999,0.0206999999999997,0.221699999999999,0.0156000000000001,0.2181,NA,NA,0.0119999999999996,0.117299999999999,0.228899999999999,10.59,16.1,3.6652,438.63,356.84,761.98,358.52,249.82,791.06,446.42,374.83,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-18,0.0214999999999996,0.0335000000000001,0.0318999999999994,0.00579999999999981,0.0282999999999998,0.2298,0.0225999999999997,0.221,NA,NA,0.00800000000000001,0.1224,0.2207,10.85,16.25,3.6622,438.1,356.6,761.02,358,253.35,789.78,446.2,375.31,143.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-19,0.0116999999999994,0.0335999999999999,0.0227999999999993,0.00399999999999956,0.0233999999999996,0.214099999999999,0.0154999999999994,0.2073,NA,NA,0.00449999999999928,0.114199999999999,0.208399999999999,10.4,14.95,3.6632,441.83,359.58,767.97,361.32,253.25,799.06,450.43,376.34,142.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-22,0.0096999999999996,0.032,0.0229999999999997,0.00389999999999979,0.0175000000000001,0.1976,0.00560000000000027,0.1921,NA,NA,0.00570000000000004,0.1066,0.2485,10.77,16.02,3.6632,445.67,356.9,765.43,359.41,253.4,795.29,449.38,374.32,141.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-23,0.00630000000000042,0.0289999999999999,0.0199000000000007,-0.00129999999999963,0.0135000000000005,0.2027,0.00700000000000056,0.2004,NA,NA,0.00630000000000042,0.1033,0.302,10.34,16.01,3.6632,446.68,356.49,765.81,358.61,251.35,792.79,450.17,374.45,141.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-24,0.0143000000000004,0.0311000000000003,0.0275999999999996,0.00450000000000017,0.0221,0.2167,0.0166000000000004,0.2094,NA,NA,0.00579999999999981,0.1129,0.2395,9.89,14.84,3.6632,448.76,360.21,774.69,362.31,255.09,804.15,454.81,378.03,142.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-25,0.0184000000000006,0.0334000000000003,0.0164,0.00269999999999992,0.0259999999999998,0.2233,0.0167000000000002,0.2228,NA,NA,0.00910000000000011,0.1151,0.1685,11.22,15.38,3.6632,449.96,358.88,774.47,360.32,255.27,798.19,453.92,375.8,142.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-26,0.0113000000000003,0.0300000000000002,0.0214999999999996,-9.99999999997669e-05,0.0174000000000003,0.2255,0.00619999999999976,0.2247,NA,NA,0.00340000000000007,0.1111,0.1852,11.13,15.83,3.6642,445.73,356.63,768.53,358.65,254.81,792.52,451.28,373.58,142.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-29,0.0103,0.0259999999999998,0.0229999999999997,0.0022000000000002,0.0152000000000001,0.2345,-0.0207000000000006,0.2291,NA,NA,0.00429999999999975,0.1068,0.213,11.45,16.12,3.6642,447.58,358.53,773.56,361.02,255.11,793.88,451.74,374.33,142.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-30,0.0143999999999993,0.0272999999999994,0.0274999999999999,0.000799999999999912,0.0213000000000001,0.2416,-0.0147000000000004,0.2302,NA,NA,0.00419999999999998,0.1118,0.2029,10.96,15.17,3.6642,449.04,361.5,775.61,362.5,254.07,790.44,452.1,375.95,143.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-01-31,0.0110000000000001,0.0308000000000002,0.00750000000000028,0.00609999999999999,0.0186000000000002,0.212000000000001,-0.0301,0.230300000000001,NA,NA,0.00580000000000069,0.1065,0.2245,10.42,15.92,3.6632,451.7,361.52,775.73,360.59,255.39,784.37,451.32,374.67,142.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-01,0.0180999999999996,0.0310999999999995,0.0107999999999997,0.00689999999999991,0.0179999999999998,0.216399999999999,-0.0234000000000005,0.2237,NA,NA,0.0108999999999995,0.114,0.2055,10.31,15.13,3.6591,454.91,364.92,777.35,363.92,257.68,796.38,454.17,378.72,143.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-02,0.0113000000000003,0.0270999999999999,0.0210999999999997,-0.00239999999999974,0.0155000000000003,0.2237,-0.0259999999999998,0.2195,NA,NA,-0.0022000000000002,0.1025,0.2173,10.08,14.14,3.6591,456.59,366.68,780.72,365.07,259.29,808.76,455.89,380.19,143.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-05,0.0154999999999994,0.0278999999999998,0.0211999999999994,-0.000799999999999912,0.0158999999999994,0.223999999999999,-0.0260000000000007,0.22,NA,NA,0.00269999999999992,0.106999999999999,0.2111,10.55,14.36,3.6571,457.36,366.42,780.51,365.35,260.8,813.26,457.06,379.93,143.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-06,0.0183,0.0311000000000003,0.0307000000000004,-0.000499999999999723,0.0247999999999999,0.2351,-0.0145999999999997,0.2221,NA,NA,0.00260000000000016,0.109,0.2552,10.65,14.41,3.6571,456.45,366.58,785.45,365.55,258.33,815.56,456.21,380.99,144.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-07,0.0154999999999994,0.0293000000000001,0.0278,0.00329999999999941,0.0214999999999996,0.228899999999999,-0.0163000000000002,0.215,NA,NA,0.00309999999999988,0.1052,0.2707,10.32,13.97,3.6571,457.71,368.59,792.93,367.16,256.19,814.78,458.84,383.11,144.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-08,0.0159000000000002,0.0321000000000007,0.0208000000000004,0.0033000000000003,0.0179,0.221500000000001,-0.0221999999999998,0.2134,NA,NA,-0.0114000000000001,0.1045,0.2289,10.44,14.26,3.6561,455.48,366.56,791.34,364.84,255.12,816.25,455.11,379.76,145.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-09,0.0194000000000001,0.0376000000000003,0.0235000000000003,0.00760000000000005,0.0251999999999999,0.221,-0.0168999999999997,0.2174,NA,NA,0.00389999999999979,0.1058,0.1462,11.1,13.92,3.6561,456.72,368.57,793.92,366.5,254.33,826.33,458.02,382.22,146.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-12,0.0204000000000004,0.0327000000000002,0.0213000000000001,0.00760000000000005,0.0226000000000006,0.215,-0.0125999999999999,0.2081,NA,NA,0.00200000000000067,0.1046,0.1801,11.61,15.11,3.6571,454.55,366.07,788.72,363.62,250.13,822.01,455.22,378.87,145.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-13,0.0206,0.0354000000000001,0.0205000000000002,0.00710000000000033,0.0226000000000006,0.2167,-0.0139999999999993,0.210100000000001,NA,NA,0.00770000000000071,0.1077,0.141900000000001,10.34,14.71,3.6612,454.9,368.2,792.04,366.03,252.47,823.53,457.32,380.45,145.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-14,0.0198999999999998,0.0362999999999998,0.0196000000000005,0.0114999999999998,0.0278999999999998,0.2079,-0.0145,0.2119,NA,NA,0.00269999999999992,0.1088,0.2267,10.23,13.91,3.6652,457.57,371.95,796.7,368.85,255.33,835.2,460.1,382.27,145.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-15,0.0244,0.0322000000000005,0.0289999999999999,0.00300000000000011,0.0261000000000005,0.2164,-0.0141,0.2068,NA,NA,0.00250000000000039,0.1143,0.2264,10.22,13.83,3.6906,458.89,371.89,795.46,368.7,257.15,843.47,460.2,382.82,146.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-16,0.0207000000000006,0.0329000000000006,0.0218000000000007,0.00360000000000049,0.0226000000000006,0.2239,-0.0129000000000001,0.2144,NA,NA,0.00320000000000054,0.1104,0.2578,10.02,13.45,3.7007,454.33,371.57,793.71,367.97,256.6,841.95,460.36,382.04,147.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-19,0.0212000000000003,0.0329000000000006,0.0226000000000006,0.00640000000000018,0.0243000000000002,0.221,-0.016,0.215,NA,NA,0,0.1119,0.273000000000001,10.02,13.41,3.7088,460.84,373.46,797.42,369.76,256.59,846.14,462.04,384.7,149.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-20,0.0247000000000002,0.0342000000000002,0.0392999999999999,0.00990000000000002,0.0297000000000001,0.2368,-0.00570000000000004,0.2131,NA,NA,0.0046999999999997,0.1099,0.2771,10.24,13.74,3.72,458.98,373.55,796.02,368.2,258.25,847.96,458.51,384.02,149.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-21,0.0216000000000003,0.0360000000000005,0.0273000000000003,0.0177000000000005,0.0225,0.2293,-0.0143999999999993,0.2222,NA,NA,-0.00259999999999927,0.1058,0.243300000000001,10.2,14.19,3.7301,455.85,371.47,791.31,367.17,255.66,846.49,454.86,384.91,148.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-22,0.0229999999999997,0.0362,0.0224000000000002,0.0157999999999996,0.0237999999999996,0.2247,-0.00699999999999967,0.1786,NA,NA,0.00699999999999967,0.1105,0.2567,10.18,13.87,3.7544,459.12,373.03,790.96,367.99,258.93,841.82,456.74,385.37,148.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-23,0.0209000000000001,0.0381999999999998,0.0214999999999996,0.00900000000000034,0.0198,0.2086,-0.00800000000000001,0.2103,NA,NA,0.00589999999999957,0.1044,0.2937,10.58,13.74,3.7636,460.88,374.18,789.42,368.23,259.57,839.4,456.94,386.15,147.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-26,0.0206,0.0350000000000001,0.0275999999999996,0.00939999999999941,0.0259,0.2174,-0.00700000000000056,0.2143,NA,NA,0.00800000000000001,0.111899999999999,0.3427,11.15,13.79,3.7838,461.7,375.96,794.53,370.33,258.6,837.5,460.34,387.25,147.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-27,0.024,0.0342000000000002,0.0345000000000004,0.00800000000000001,0.0264000000000006,0.226900000000001,-0.00569999999999959,0.2164,NA,NA,0.00160000000000027,0.113,0.3306,18.31,17.73,3.797,443.05,363.59,770.52,359.02,247.43,807.87,446.57,376.72,145.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-02-28,0.0188999999999999,0.0331999999999995,0.0387,0.0122,0.0273999999999996,0.2116,-0.00900000000000034,0.2155,NA,NA,0.00939999999999985,0.1152,0.2878,15.42,19.5,3.8021,439.61,358.41,761.18,354.84,244.8,796.73,442.09,371.15,143.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-01,0.0260999999999996,0.0324999999999998,0.0263999999999998,0.00809999999999977,0.0320999999999998,0.2202,0.000199999999999978,0.2104,NA,NA,0.0129000000000001,0.1206,0.3245,15.82,20.01,3.8234,436.88,354.22,751.12,350.43,237.52,785.33,436.61,366.92,143.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-02,0.0251000000000001,0.0316000000000001,0.0347,0.00930000000000009,0.0299,0.2325,-0.00139999999999985,0.2136,NA,NA,0.0113000000000003,0.1206,0.387700000000001,18.61,20.3,3.8386,440.77,352.56,746.1,349.04,237.87,783.3,435.74,366.94,142.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-05,0.0278,0.0329000000000002,0.0299,0.0051000000000001,0.0308000000000002,0.2138,-0.00200000000000022,0.2119,NA,NA,0.00409999999999977,0.1261,0.4232,19.63,21.8,3.8457,436.25,348.39,734.18,346.11,235.69,769.77,430.82,362.96,140.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-06,0.0294000000000003,0.0439000000000003,0.0303,0.0110000000000001,0.0369000000000002,0.217,-0.00439999999999996,0.2343,NA,NA,0.0130000000000003,0.1244,0.371900000000001,15.96,20.36,3.8558,437.79,351.95,738.49,349.42,239.35,777.95,433.61,364.23,141.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-07,0.0257999999999998,0.0396999999999998,0.0400999999999998,0.00829999999999975,0.0261999999999998,0.2221,-0.0033000000000003,0.2097,NA,NA,0.00999999999999979,0.119,0.3947,15.24,19.43,3.8609,442.53,353.72,743.49,351.08,242.32,789.02,433.85,367.28,140.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-08,0.0291000000000001,0.0389000000000004,0.0344000000000002,0.00560000000000027,0.0287000000000002,0.2202,-0.00099999999999989,0.2116,NA,NA,0.0124,0.1219,0.3301,14.29,18.15,3.8923,452.99,359.3,758.89,355.24,245.37,810,439.68,372.8,142.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-09,0.0327000000000002,0.0469999999999997,0.0315000000000003,0.00970000000000004,0.0289000000000001,0.2167,-0.00340000000000007,0.2185,NA,NA,0.00959999999999983,0.129,0.3086,14.09,18.07,3.8994,456.27,359.3,761.64,356.17,246.89,811.7,439.48,373.85,142.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-12,0.0276999999999998,0.0367999999999999,0.0257000000000001,0.00919999999999987,0.0284,0.2068,0,0.2139,NA,NA,0.0120999999999998,0.125,0.3344,13.99,19.25,3.9085,453.08,359.49,755.65,353.8,246.37,809.74,437.73,374.54,143.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-13,0.0366,0.0457000000000001,0.0486,0.0108999999999999,0.0346000000000002,0.2427,0.00599999999999978,0.2463,NA,NA,0.00910000000000011,0.1415,0.3148,18.13,20.48,3.9096,450.55,354.95,747.28,349.97,243.47,801.39,434.01,370.78,142.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-14,0.0215000000000001,0.0442,0.0373000000000001,0.0114000000000001,0.0209000000000001,0.2388,-0.00879999999999992,0.2302,NA,NA,0.0186999999999999,0.1312,0.3777,17.27,23.53,3.9085,439.64,345.45,726.49,341.3,238.45,768.05,423.97,362.7,139.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-15,0.0359000000000003,0.0526,0.0341,0.0167000000000002,0.0394000000000001,0.2328,0.00260000000000016,0.2401,NA,NA,0.0216000000000003,0.1507,0.3394,16.43,21.68,3.9096,446.59,352.84,744.96,347.5,240.46,776.9,430.65,370.91,140.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-16,0.0315000000000003,0.0488000000000004,0.0393000000000003,0.0101,0.0295000000000001,0.2388,-0.00190000000000001,0.2374,NA,NA,0.0142000000000002,0.142,0.3171,16.79,21.08,3.9156,448.26,352.93,747.04,347.67,244.68,782.62,430.22,371.33,139.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-19,0.0331999999999999,0.0493000000000001,0.0404,0.0105999999999997,0.0350999999999999,0.2413,-0.00160000000000027,0.2397,NA,NA,0.0108999999999999,0.1429,0.3359,14.59,19.82,3.9167,455.99,358.13,761.33,352.66,246.29,791.13,436.56,379.52,141.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-20,0.0315000000000003,0.0499000000000001,0.0363000000000002,0.00970000000000004,0.0356000000000001,0.2363,0.00120000000000031,0.235,NA,NA,0.012,0.1383,0.3327,13.27,18.82,3.9167,455.52,360.06,765.17,355.44,246.13,791.83,436.64,384.57,141.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-21,0.0398999999999998,0.0568,0.0467,0.0129999999999999,0.0423,0.2517,0.00950000000000006,0.2476,NA,NA,0.0208999999999997,0.1446,0.2931,12.19,18.79,3.9177,458.55,360.95,765.15,355.61,247.85,794.78,439.02,386.9,141.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-22,0.0374000000000003,0.0513999999999997,0.0310999999999999,0.0211000000000001,0.0385000000000004,0.2407,0.00520000000000032,0.2477,NA,NA,0.0239000000000003,0.1459,0.2415,12.93,17.38,3.9156,465.76,368.4,774.8,361.71,251.92,807.76,447.36,391.96,142.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-23,0.0384000000000002,0.0572999999999997,0.0418000000000003,0.0186000000000002,0.0427,0.2465,0.0072000000000001,0.2409,NA,NA,0.0220000000000002,0.1438,0.2536,12.95,17.06,3.9167,467.53,370.76,777.11,363.99,253.57,804.95,449.93,395.05,144.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-26,0.0373000000000001,0.0519999999999996,0.0314999999999994,0.0145,0.0388000000000002,0.2421,0.00159999999999982,0.230799999999999,NA,NA,0.0165999999999995,0.138199999999999,0.2414,13.16,19.09,3.9177,470.47,367.01,771.95,360.62,255.21,800.31,445.04,391.15,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-27,0.0366,0.0527999999999995,0.0363999999999995,0.0171999999999999,0.0371999999999995,0.2372,0.00909999999999922,0.2287,NA,NA,0.0222999999999995,0.1339,0.245699999999999,13.48,18.73,3.9177,464.94,368.77,775.55,361.15,251.16,793.63,445.23,390.01,144.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-28,0.0299999999999994,0.0476999999999999,0.0293999999999999,0.0142999999999995,0.0322999999999993,0.2261,-0.00340000000000007,0.224299999999999,NA,NA,0.0279999999999996,0.1243,0.26,14.98,19.79,3.9187,463.46,366.16,773.19,359.35,248.78,784.19,443.44,386.91,142.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-29,0.0362999999999998,0.0434999999999999,0.0315000000000003,0.0110000000000001,0.0375000000000005,0.2344,0.00900000000000034,0.2194,NA,NA,0.0236999999999998,0.1314,0.2388,15.14,18.32,3.9177,466.45,370.66,779.54,364.12,252.19,796.53,449.24,391.98,143.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-03-30,0.0292000000000003,0.0447000000000006,0.0545,0.0145,0.0423,0.2047,0.0167000000000002,0.213900000000001,NA,NA,0.0201000000000002,0.1161,0.238,14.64,17.54,3.9177,467.66,371.74,781.27,364.24,251.38,794.18,449.81,391.8,143.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-02,0.0366,0.0446,0.0190999999999999,0.0137,0.0319000000000003,0.2365,0.00600000000000023,0.216600000000001,NA,NA,0.0242000000000004,0.125900000000001,0.1591,14.53,17.71,3.9177,470.64,373.03,785.45,365.34,249.91,790.46,452.5,392.94,144.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-03,0.0461999999999998,0.0568999999999997,0.0480999999999998,0.0285000000000002,0.0441000000000003,0.2354,0.0224000000000002,0.2365,NA,NA,0.0333000000000006,0.1353,0.1363,13.46,16.27,3.9187,471.84,378.59,797.18,369.42,251.11,795.35,457.17,396.6,145.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-04,0.0410000000000004,0.0506000000000002,0.0339,0.0237000000000007,0.0385,0.2183,0.0164,0.2271,NA,NA,0.0263,0.1288,0.1314,13.24,15.75,3.9167,473.41,379.95,797.13,370.8,254.02,791.48,457.45,398.3,145.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-05,0.0439999999999996,0.0534999999999997,0.0127999999999995,0.00260000000000016,0.0427999999999997,0.1972,0.0225999999999997,0.228899999999999,NA,NA,0.0321999999999996,0.1281,0.1381,13.23,15.75,3.9156,473.32,380.54,798.3,371.31,253.76,796.65,457.86,399.51,145.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-06,0.0439999999999996,0.0534999999999997,0.0127999999999995,0.00260000000000016,0.0427999999999997,0.1972,0.0225999999999997,0.228899999999999,NA,NA,0.0321999999999996,0.1281,0.1716,13.23,15.75,3.9156,473.32,380.54,798.3,371.31,253.76,796.65,457.86,399.51,145.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-09,0.0439999999999996,0.0534999999999997,0.0127999999999995,0.00260000000000016,0.0427999999999997,0.1972,0.0225999999999997,0.228899999999999,NA,NA,0.0321999999999996,0.1281,0.1716,13.14,15.75,3.9156,473.32,380.54,798.31,371.31,253.81,796.68,457.86,399.51,145.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-10,0.0421999999999993,0.0518000000000001,0.0367999999999995,0.0232000000000001,0.0385999999999997,0.2074,0.0175000000000001,0.2153,NA,NA,0.0255999999999998,0.1204,0.0802999999999994,12.68,15.7,3.9116,477.89,384.38,800.52,372.55,255.8,807.05,462.18,403.89,146.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-11,0.0465999999999998,0.0561999999999996,0.0407999999999999,0.0343,0.0423,0.215,0.0253999999999994,0.224399999999999,NA,NA,0.0331999999999999,0.1247,0.2052,13.49,17.01,3.9106,477.83,383.53,800.86,371.62,258.33,809.52,461.2,402.2,146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-04-12,0.0388999999999999,0.0414000000000003,0.0233999999999996,0.0282,0.0368000000000004,0.2141,0.0156999999999998,0.2254,NA,NA,0.0228000000000002,0.1194,0.0126999999999997,12.71,17.09,3.9116,472.82,382.59,795.49,371.07,257.31,810.06,460.23,399.49,145.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
