date,TR GERMANY GVT ZERO 10Y - ZERO YIELD,TR FRANCE GVT ZERO 10Y - ZERO YIELD,TR ITALY GVT ZERO 10Y - ZERO YIELD,TR AUSTRIA GVT ZERO 10Y - ZERO YIELD,TR BELGIUM GVT ZERO 10Y - ZERO YIELD,TR GREECE GVT ZERO 10Y - ZERO YIELD,TR IRELAND GVT ZERO 10Y - ZERO YIELD,TR NETHERLANDS GVT ZERO 10Y - ZERO YIELD,TR PORTUGAL GVT ZERO 10Y - ZERO YIELD,TR FINLAND GVT ZERO 10Y - ZERO YIELD,TR LITHUANIA GVT ZERO 10Y - ZERO YIELD,TR MALTA GVT ZERO 10Y - ZERO YIELD,TR SLOVAKIA GVT ZERO 10Y - ZERO YIELD,TR SPAIN GVT ZERO 10Y - ZERO YIELD,CBOE SPX VOLATILITY VIX (NEW) - PRICE INDEX,VSTOXX VOLATILITY INDEX - PRICE INDEX,EURIBOR 1 MONTH (ACT/365) - OFFERED RATE,S&P IRELAND BMI - PRICE INDEX,S&P GERMANY BMI - PRICE INDEX,S&P FRANCE BMI - PRICE INDEX,S&P NETHERLANDS BMI - PRICE INDEX,S&P PORTUGAL BMI - PRICE INDEX,S&P ITALY BMI - PRICE INDEX,S&P GREECE BMI - PRICE INDEX,S&P SPAIN BMI - PRICE INDEX,S&P AUSTRIA BMI - PRICE INDEX,BD GDP CONA,FR GDP (CON) CONA,GR GDP CONA,IR GDP (METHO BREAK Q1 2002) CONN,IR GNP CONN,IT GDP CONA,NL GDP CONA,ES CHAIN-TYPE QTY INDEX OF GDP (CONSTANT) VOLA,ES CHAIN-TYPE QTY INDEX OF GDP (CONSTANT) VOLN,REPUBLIC OF ITALY SNR CR 5Y E - CDS PREM. MID,FEDERAL REP GERMANY SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF PORTUGAL SNR CR 5Y E - CDS PREM. MID,KINGDOM OF SPAIN SNR CR 5Y E - CDS PREM. MID,IRELAND SNR CR 5Y E - CDS PREM. MID,HELLENIC REPUBLIC SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF AUSTRIA SNR CR 5Y E - CDS PREM. MID,KINGDOM OF BELGIUM SNR CR 5Y E - CDS PREM. MID,FRENCH REPUBLIC SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF CYPRUS SNR CR 5Y E - CDS PREM. MID,KINGDOM OF NL SNR CR 5Y E - CDS PREM. MID,GREECE SEN 5YR CDS - CDS PREM. MID,REPUBLIC OF ITALY SNR CR 5Y E - CDS PREM. MID,FEDERAL REP GERMANY SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF PORTUGAL SNR CR 5Y E - CDS PREM. MID,KINGDOM OF SPAIN SNR CR 5Y E - CDS PREM. MID,IRELAND SNR CR 5Y E - CDS PREM. MID,HELLENIC REPUBLIC SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF AUSTRIA SNR CR 5Y E - CDS PREM. MID,"BANCO SANTANDER, SA SNR CR 5Y E - CDS PREM. MID",KINGDOM OF BELGIUM SNR CR 5Y E - CDS PREM. MID,FRENCH REPUBLIC SNR CR 5Y E - CDS PREM. MID,KINGDOM OF SWEDEN SNR CR 5Y E - CDS PREM. MID,UK AND NI SNR CR 5Y E - CDS PREM. MID,US DEPT OF TRSY SNR CR 5Y E - CDS PREM. MID,KINGDOM OF DENMARK SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF CYPRUS SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF ICELAND SNR CR 5Y E - CDS PREM. MID,KINGDOM OF NL SNR CR 5Y E - CDS PREM. MID
04/01/2012,2.0449,3.5954,6.8356,3.5151,4.2839,27.4038,8.0689,2.4613,13.6381,2.6293,7.4886,4.3835,5.4458,5.7019,22.22,30.47,0.9835,239,269.26,218.02,266.18,63.93,161.55,28.96,418.07,176.14,0,0,0,0,0,0,0,0,0,428.0098,62.50999,1079.35,348.47,658.5798,9693.398,137.23,271.5698,147.52,1238.78,105.93,NA,428.0098,62.50999,1079.35,348.47,658.5798,9693.398,137.23,359.9199,271.5698,147.52,58.17999,94.98999,49.37999,123.68,1238.78,303.72,105.93
05/01/2012,1.9844,3.6123,6.9706,3.6355,4.4398,27.4038,8.0074,2.4017,13.6294,2.3028,7.4637,4.4013,5.4969,5.8913,21.48,31.02,0.9642,238.16,268.67,214.62,264.02,62.8,155.97,28.47,405.33,172.51,0,0,0,0,0,0,0,0,0,440.5798,68.17999,1090.99,362.8999,666.1099,10596.97,157.78,282.9299,151.02,1238.87,71.20999,NA,440.5798,68.17999,1090.99,362.8999,666.1099,10596.97,157.78,379.95,282.9299,151.02,66.14999,88.64999,49.39,125.67,1238.87,308.1399,71.20999
06/01/2012,1.9743,3.5941,7.0302,3.6355,4.6058,27.4038,8.067,2.3935,13.5831,2.3028,7.4717,4.3813,5.5524,5.9467,20.63,30.56,0.9429,237.05,267.3,214.17,262.53,63.67,154.74,28.4,403.17,172.48,0,0,0,0,0,0,0,0,0,446.8999,68.17999,1107.55,365.49,660.8599,9259.906,159.23,280.5498,162.26,1249.45,73.18999,NA,446.8999,68.17999,1107.55,365.49,660.8599,9259.906,159.23,384.9199,280.5498,162.26,65.04999,89.15999,49.39,126.68,1249.45,305,73.18999
09/01/2012,1.9646,3.5404,7.0587,3.5099,4.6146,27.4038,7.9904,2.3833,13.5593,2.5384,7.5174,4.3965,5.5079,5.848,21.07,30.18,0.9247,239.65,265.6,213.58,263.55,63.23,151.48,27.87,402.07,169.58,0,0,0,0,0,0,0,0,0,441.1299,68.89999,1076.95,356.0198,657.3599,10263.71,156.81,275.9299,157.3,1249.74,77.04999,NA,441.1299,68.89999,1076.95,356.0198,657.3599,10263.71,156.81,385.74,275.9299,157.3,66.64999,87.76999,48.92999,125.2,1249.74,303.6199,77.04999
10/01/2012,1.9889,3.4888,7.0749,3.4719,4.6,27.4038,7.8976,2.4179,13.2957,2.5754,6.7726,4.3833,5.4845,5.7893,20.69,28.34,0.9064,244.44,271.59,218.89,266.35,62.98,155.92,27.55,412.21,172.51,0,0,0,0,0,0,0,0,0,429.97,65.34999,1076.89,339.45,649.8499,8973.75,151.34,269.2,143.71,1249.84,71.23,NA,429.97,65.34999,1076.89,339.45,649.8499,8973.75,151.34,368.1199,269.2,143.71,62.23999,83.87999,48.45,124.96,1249.84,299.1699,71.23
11/01/2012,1.9421,3.4154,6.9698,3.3376,4.4964,27.4038,7.8636,2.3521,13.1185,2.4933,7.2569,4.3877,5.5048,5.6564,21.05,28.46,0.8902,242.92,271.53,218.73,264.3,62.61,156.45,27.74,410.1,172.79,0,0,0,0,0,0,0,0,0,427.9299,64.53,1063.5,328.5298,637.0098,9978.957,146.95,263.3499,137.88,1249.78,108.94,NA,427.9299,64.53,1063.5,328.5298,637.0098,9978.957,146.95,364.0498,263.3499,137.88,62.78999,83.87,48.59999,123.54,1249.78,299.1899,108.94
12/01/2012,1.9504,3.2842,6.6274,3.2258,4.3791,27.4038,7.8192,2.314,12.89,2.4637,7.2793,4.3218,5.4161,5.5003,20.47,28.55,0.876,240.97,272.86,218.89,264.57,62.85,160.03,27.98,410.15,174.42,0,0,0,0,0,0,0,0,0,403.8899,61.29999,1035.34,310.46,616.4399,9669.199,138.4,249.55,129.58,1250.06,65.56999,NA,403.8899,61.29999,1035.34,310.46,616.4399,9669.199,138.4,347.8398,249.55,129.58,62.39,80.93999,48.60999,123.04,1250.06,294.7,65.56999
13/01/2012,1.886,3.3271,6.6466,3.2954,4.16,27.4038,7.5564,2.264,12.7704,2.3762,7.2696,4.3096,5.4367,5.5666,20.91,28.92,0.8567,242.45,271.36,218.62,263.56,62.37,158.58,28.43,411.29,174.98,0,0,0,0,0,0,0,0,0,420.3799,61.98999,1092.02,318.7,621.1299,9677.031,145.02,258.4099,136.38,1250.29,68.53,NA,420.3799,61.98999,1092.02,318.7,621.1299,9677.031,145.02,350.4099,258.4099,136.38,54.65999,80.45,48.14999,125.97,1250.29,296.9299,68.53
16/01/2012,1.881,3.2901,6.6664,3.2545,4.2434,27.4038,7.6863,2.2108,14.5658,2.3325,6.6707,4.3143,5.3963,5.5647,20.91,28,0.8405,242.25,274.42,220.37,266.93,61.83,160.37,28.67,412.71,175.48,0,0,0,0,0,0,0,0,0,433.4099,63.48999,1217.57,326.75,621.2798,9677.031,145.08,256.5398,136.5,1250.26,112.89,NA,433.4099,63.48999,1217.57,326.75,621.2798,9677.031,145.08,347.8699,256.5398,136.5,63.39999,88.06999,47.68999,128.04,1250.26,296.9099,112.89
17/01/2012,1.9083,3.3528,6.5675,3.2789,4.1964,27.4038,7.5908,2.2769,14.4485,2.3627,7.1487,4.2814,5.3953,5.5048,22.2,28.15,0.8233,243.27,279.27,223.52,269.17,62.12,161.77,29.03,417.04,177.77,0,0,0,0,0,0,0,0,0,417.5298,61.42,1203.41,317.0798,620.3899,9677.031,140.45,248.25,129.23,1249.79,67.62999,NA,417.5298,61.42,1203.41,317.0798,620.3899,9677.031,140.45,331.7798,248.25,129.23,60.46999,79.53,47.20999,125.64,1249.79,294.74,67.62999
18/01/2012,1.898,3.3974,6.5092,3.3777,4.2579,27.4038,7.4667,2.2534,14.6871,2.3548,8.1085,4.2812,5.3764,5.5221,20.89,27.76,0.8111,243.88,280.25,223.44,269.73,61.36,161.34,29.82,411.11,178.71,0,0,0,0,0,0,0,0,0,415.49,59.31,1286.55,315.0398,625.7,8497.406,137.38,244.79,122.85,1249.82,64.7,NA,415.49,59.31,1286.55,315.0398,625.7,8497.406,137.38,321.5,244.79,122.85,59.00999,85.09999,47.70999,125.14,1249.82,292.0398,64.7
19/01/2012,1.9786,3.4015,6.4825,3.3923,4.2625,27.4038,7.4106,2.3309,14.6992,2.4288,7.1237,4.281,5.4351,5.5985,19.87,26.54,0.7989,251.98,283.18,227.6,273.84,62.13,166.16,30.75,420.63,182.3,0,0,0,0,0,0,0,0,0,392.2998,56.40999,1287.55,296.3999,619.5398,8487.828,122.03,226.58,107.2,1252.24,62.78,NA,392.2998,56.40999,1287.55,296.3999,619.5398,8487.828,122.03,296.3298,226.58,107.2,57.03,79.15999,46.25999,121.69,1252.24,287.7,62.78
20/01/2012,2.0595,3.3459,6.3766,3.3846,4.2204,27.4038,7.4513,2.4214,14.7473,2.5514,7.0395,4.2917,5.4699,5.5707,18.28,25.03,0.7858,250.33,282.47,227.19,274.21,62.16,166.14,31.68,418.81,183.54,0,0,0,0,0,0,0,0,0,380.8799,55.75999,1289.06,289.2998,612.6799,7980.578,116.88,216.71,101.76,1252.1,63.73999,NA,380.8799,55.75999,1289.06,289.2998,612.6799,7980.578,116.88,278.3799,216.71,101.76,56.06999,73.17999,45.78999,119.22,1252.1,275.2998,63.73999
23/01/2012,2.1115,3.3934,6.2176,3.3705,4.208,27.4038,7.3731,2.4543,14.4058,2.6004,7.0264,4.2824,5.5534,5.5513,18.67,25.65,0.7746,251.12,283.88,228.4,275.45,61.83,169.78,33.36,421.68,189.23,0,0,0,0,0,0,0,0,0,346.8699,53.43999,1292.28,269.0298,610.0398,7636.809,110.92,204.88,102.59,1225.6,98.00999,NA,346.8699,53.43999,1292.28,269.0298,610.0398,7636.809,110.92,267.2698,204.88,102.59,55.57999,71.75,45.81999,114.49,1225.6,273.5798,98.00999
24/01/2012,2.1335,3.4133,6.273,3.3965,4.1731,27.4038,7.325,2.477,14.4852,2.6621,7.5528,4.2945,5.4564,5.5701,18.91,25.3,0.7624,249.15,282.68,227.19,273.21,61.74,170.08,31.38,420.15,186.1,0,0,0,0,0,0,0,0,0,346.8699,53.43999,1292.28,269.0298,610.0398,7847.531,110.92,204.88,96.724,1225.6,59.87,NA,346.8699,53.43999,1292.28,269.0298,610.0398,7847.531,110.92,267.2698,204.88,96.724,55.57999,71.75,45.34698,114.49,1225.6,273.5798,59.87
25/01/2012,2.0871,3.4116,6.3134,3.3774,4.1215,27.4038,7.403,2.4403,14.9607,2.6042,7.5547,4.2965,5.5511,5.493,18.31,25.24,0.7533,248.69,282.05,226.77,273.17,61.26,169.05,33.07,418.78,186.78,0,0,0,0,0,0,0,0,0,348.8298,52.48999,1325.8,279.8999,580.6399,6839.039,112.88,204.89,98.21999,1199.89,59.89,NA,348.8298,52.48999,1325.8,279.8999,580.6399,6839.039,112.88,269.8499,204.89,98.21999,53.14999,77.18999,44.87,113.05,1199.89,273.5698,59.89
26/01/2012,2.0119,3.3517,6.142,3.2921,4.1009,27.4038,7.2932,2.3895,15.1903,2.5398,6.7918,4.258,5.4362,5.369,18.57,24.24,0.7442,251.85,287.07,230.35,276.23,61.87,171.66,34.86,426.46,192.87,0,0,0,0,0,0,0,0,0,335.4399,45.37999,1433.23,271.7898,569.6699,6409.84,110.3,195.92,96.67999,1200.58,91.09,NA,335.4399,45.37999,1433.23,271.7898,569.6699,6409.84,110.3,254.8,195.92,96.67999,51.17,75.20999,43.39999,109.53,1200.58,271.1299,91.09
27/01/2012,1.9981,3.2908,5.9948,3.1794,3.9663,27.4038,7.3192,2.3704,15.4036,2.5173,7.5593,4.2237,5.4041,5.111,18.53,24.4,0.7381,250.03,285.88,227.78,274.19,61.28,169.6,33.97,424.13,192.08,0,0,0,0,0,0,0,0,0,314.8599,42.48999,1472.49,267.5698,559.95,6314.59,106.46,183.75,91.40999,1200.47,52.04999,NA,314.8599,42.48999,1472.49,267.5698,559.95,6314.59,106.46,257.3198,183.75,91.40999,49.2,75.18999,43.40999,108.16,1200.47,270.99,52.04999
30/01/2012,1.9283,3.2657,6.1621,3.1902,3.8278,27.4038,7.3242,2.3188,16.8758,2.4723,6.4801,4.1951,5.3539,5.1058,19.4,26.88,0.731,247.15,282.76,224.12,270.99,59.81,167.57,34.31,417.06,186.94,0,0,0,0,0,0,0,0,0,334.9399,48.39,1521.45,292.0898,564.6699,6490.598,113.41,195.5,103.61,1199.9,60.87,NA,334.9399,48.39,1521.45,292.0898,564.6699,6490.598,113.41,282.4199,195.5,103.61,50.20999,70.39,43.18999,113.53,1199.9,271.0898,60.87
31/01/2012,1.9194,3.3064,6.0588,3.1811,3.8566,27.4038,7.2656,2.3347,16.185,2.5123,6.5472,4.1709,5.339,5.1142,19.44,26.31,0.7229,249.37,283.77,226.65,273.7,60.14,168.95,36.61,416.92,188.03,0,0,0,0,0,0,0,0,0,330.6599,47.45,1448.55,285.1199,562.1299,7560.25,113.87,192.43,107.95,1212.74,58.92999,NA,330.6599,47.45,1448.55,285.1199,562.1299,7560.25,113.87,273.6799,192.43,107.95,47.75999,70.42,42.21999,114,1212.74,271.1299,58.92999
01/02/2012,1.9845,3.2735,5.7939,3.168,3.8263,27.4038,7.3346,2.3518,15.3519,2.5303,6.6101,4.1422,5.322,5.0165,18.55,24.61,0.7107,255.45,290.62,231.29,279.68,60.39,173.58,36.77,426.03,193.27,0,0,0,0,0,0,0,0,0,307.5098,44.06,1310.62,266.3899,537.0298,7568.688,110.36,175.2,100.61,1187.68,54.03999,NA,307.5098,44.06,1310.62,266.3899,537.0298,7568.688,110.36,261.8999,175.2,100.61,45.79999,77.2,41.73999,111.53,1187.68,261.3098,54.03999
02/02/2012,1.9797,3.1384,5.7144,3.0831,3.7287,27.4038,7.3865,2.3556,14.805,2.5289,6.5277,4.1338,5.3385,5.0867,17.98,24.56,0.7006,255.25,292.32,232.04,277.67,60.58,174.01,36.6,430.09,195.79,0,0,0,0,0,0,0,0,0,307.0498,41.64999,1279.41,267.0298,532.3499,7575.34,105,161.94,89.85999,1187.76,51.15999,NA,307.0498,41.64999,1279.41,267.0298,532.3499,7575.34,105,257.3198,161.94,89.85999,43.34999,70.31,40.31,108.67,1187.76,261.23,51.15999
03/02/2012,2.0621,3.1279,5.7937,3.0715,3.6465,27.4038,7.4174,2.4402,14.1521,2.6152,6.6301,4.1231,5.3594,5.1397,17.1,23.53,0.6915,262.59,297.18,235.55,281.56,61.83,175.79,35.07,434.61,199.73,0,0,0,0,0,0,0,0,0,299.22,43.64,1193.51,260.6499,511.8499,7601.691,101.88,155.46,90.39999,1187.91,51.92,NA,299.22,43.64,1193.51,260.6499,511.8499,7601.691,101.88,251.33,155.46,90.39999,42.84999,70.29999,40.31,104.76,1187.91,261.21,51.92
06/02/2012,2.0147,3.1186,5.749,3.0452,3.7109,27.4038,7.1011,2.3918,13.9124,2.5867,7.6559,4.2051,5.3428,5.1844,17.76,25.03,0.6834,262.99,297,234.32,280.61,61.8,175.48,37.02,434.2,200.54,0,0,0,0,0,0,0,0,0,295.6899,43.64,1193.51,263.2698,506.3198,7601.691,100.9,131.9,91.76999,1187.77,52.67999,NA,295.6899,43.64,1193.51,263.2698,506.3198,7601.691,100.9,248.82,131.9,91.76999,42.85999,70.31,40.31999,103.72,1187.77,261.23,52.67999
07/02/2012,2.0928,3.1403,5.7296,3.1003,3.6735,27.4038,7.2076,2.4617,13.7846,2.6447,6.4891,4.1756,5.3108,5.25,17.65,25.33,0.6732,262,296.26,234.16,280.77,63.09,176.41,37.87,434.81,201.04,0,0,0,0,0,0,0,0,0,290.4099,47.89999,1132.55,259.0798,498.0498,7601.691,97.51999,130.62,90.31,1187.33,52.70999,NA,290.4099,47.89999,1132.55,259.0798,498.0498,7601.691,97.51999,242.29,130.62,90.31,41.40999,69.31,39.37,102.3,1187.33,258.8098,52.70999
08/02/2012,2.1184,3.1381,5.7166,3.0912,3.7213,27.4038,7.1549,2.4926,13.6463,2.6671,6.4672,4.2036,5.2932,5.388,18.16,25.73,0.6641,260.3,296.32,234.03,279.42,64.29,178.15,38.15,434.53,201.63,0,0,0,0,0,0,0,0,0,284.8298,47.89999,1107.16,264.3799,486.7798,8589.219,95.73999,133.6,90.31599,1187.16,83.14,NA,284.8298,47.89999,1107.16,264.3799,486.7798,8589.219,95.73999,255.91,133.6,90.31599,40.45,68.34,38.89999,102.3,1187.16,254.4,83.14
09/02/2012,2.1566,3.1121,5.6139,3.0658,3.7443,27.4038,7.0665,2.5177,13.4499,2.6903,7.4486,4.2048,5.3184,5.2854,18.63,25.92,0.656,261.39,298.01,235.01,278.94,63.86,178.13,38.71,437.28,202.24,0,0,0,0,0,0,0,0,0,283.5298,46.93999,1107.85,263.4199,496.9399,8710.398,97.03999,139.47,77.23999,1187.44,51.78,NA,283.5298,46.93999,1107.85,263.4199,496.9399,8710.398,97.03999,262.4199,139.47,77.23999,47.39,69.29999,39.87999,104.33,1187.44,254.29,51.78
10/02/2012,2.0447,3.1456,5.7015,3.0646,3.715,27.4038,7.0186,2.4207,12.5411,2.5895,6.6722,4.2048,5.142,5.438,20.79,27.38,0.6499,258.96,294.03,231.92,274.5,63.26,175.14,37.08,431.86,196.48,0,0,0,0,0,0,0,0,0,305.4299,41.64999,1026.37,274.6599,496.8699,9174.758,106.1,145.34,92.87,1187.26,54.71999,NA,305.4299,41.64999,1026.37,274.6599,496.8699,9174.758,106.1,282.6799,145.34,92.87,42.39999,70.29999,39.89,105.76,1187.26,256.7898,54.71999
13/02/2012,2.0736,3.1352,5.69,3.0236,3.7403,27.4038,7.022,2.446,12.1843,2.6217,6.3756,4.1866,5.1166,5.419,19.04,26.6,0.6418,258.88,295.98,232.7,276.61,64.03,175.14,39.36,431.43,199.05,0,0,0,0,0,0,0,0,0,308.9399,39.76999,1026.37,277.24,496.99,9221.469,105.82,143.47,94.92,1187.37,52.84,NA,308.9399,39.76999,1026.37,277.24,496.99,9221.469,105.82,282.73,143.47,94.92,41.42999,70.28,38.90999,108.81,1187.37,256.73,52.84
14/02/2012,2.0404,3.1777,5.67,3.0532,3.6749,27.4038,6.9807,2.4369,12.3102,2.6093,6.3962,4.1666,5.0968,5.4382,19.54,26.02,0.6347,257.77,295.4,232.09,275.41,64.08,175.71,38.94,430.71,196.42,0,0,0,0,0,0,0,0,0,314.6599,39.78999,1027.83,289.3198,498.1299,9241.379,110.5,153.17,103.59,1186.42,54.78,NA,314.6599,39.78999,1027.83,289.3198,498.1299,9241.379,110.5,299.0999,153.17,103.59,42.90999,71.28999,39.90999,110.21,1186.42,256.9299,54.78
15/02/2012,1.9977,3.2098,5.8018,3.0989,3.6489,27.4038,6.9328,2.4161,12.2761,2.5735,6.4246,4.135,5.0098,5.6029,21.14,26.54,0.6286,260.47,296.86,233.32,277.71,63.83,176.5,36.57,429.37,197.11,0,0,0,0,0,0,0,0,0,333.46,42.81999,1027.67,313.1299,504.1399,10834.12,115.45,162.81,119.89,1186.55,63.48999,NA,333.46,42.81999,1027.67,313.1299,504.1399,10834.12,115.45,315.5,162.81,119.89,43.87999,71.28,37.89999,112.18,1186.55,256.8999,63.48999
16/02/2012,2.0347,3.202,5.7859,3.1111,3.683,27.4038,7.0258,2.4428,12.4775,2.6085,6.4246,4.1021,5.0378,5.5168,19.22,26.84,0.6235,260.88,296.4,233.63,280.05,63.3,175.28,37.32,420.01,195.87,0,0,0,0,0,0,0,0,0,331.3298,41.87999,1027.75,310.9099,521.8298,10845.8,119.51,162.88,111.16,1186.63,67.42,NA,331.3298,41.87999,1027.75,310.9099,521.8298,10845.8,119.51,309.4299,162.88,111.16,45.34999,73.23999,38.39999,120.14,1186.63,259.3098,67.42
17/02/2012,2.0612,3.2383,5.6711,3.1456,3.741,27.4038,7.0953,2.4701,12.5532,2.6338,6.4104,4.1066,5.1004,5.4163,17.78,24.83,0.6185,266.38,300.57,236.64,282.79,63.46,177.04,39.43,424.93,198.73,0,0,0,0,0,0,0,0,0,310.4399,40.92,1028.95,296.0498,506.0999,11453.91,106.84,155.05,100.31,1186.65,58.50999,NA,310.4399,40.92,1028.95,296.0498,506.0999,11453.91,106.84,290.3999,155.05,100.31,43.42,70.29999,37.42999,114.73,1186.65,254.46,58.50999
20/02/2012,2.0984,3.2162,5.5641,3.1391,3.7571,27.4038,7.1035,2.4868,12.5814,2.6497,6.4201,4.1517,5.11,5.3306,17.78,24.58,0.6114,269.31,304.88,238.81,287.79,63.72,178.93,39.52,432.86,201.6,0,0,0,0,0,0,0,0,0,296.7998,39.03,1023.34,279.9399,506.3499,10405.53,106.26,160,96.42999,1186.04,55.62999,NA,296.7998,39.03,1023.34,279.9399,506.3499,10405.53,106.26,285.3599,160,96.42999,39.95999,68.28999,36.48,110.9,1186.04,251.55,55.62999
21/02/2012,2.1146,3.23,5.5252,3.1251,3.7277,27.4038,7.0539,2.5005,12.7129,2.6716,6.4379,4.1479,5.0296,5.2872,18.19,23.9,0.6083,267.42,302.98,238.18,285.69,63.32,178.8,37.74,430.79,199.57,0,0,0,0,0,0,0,0,0,294.8198,38.06999,1078.32,279.4399,506.7798,9967.758,106.91,162.93,97.40999,1133.6,54.67,NA,294.8198,38.06999,1078.32,279.4399,506.7798,9967.758,106.91,287.9199,162.93,97.40999,40.45,68.28999,35.50999,109.93,1133.6,251.12,54.67
22/02/2012,2.0228,3.1937,5.5891,3.1046,3.7806,27.4038,7.0932,2.4079,12.7217,2.5789,6.4406,4.145,4.9636,5.2872,18.19,24.01,0.6033,265.17,300.36,237.06,282.8,63.15,177.31,35.44,425.08,197.26,0,0,0,0,0,0,0,0,0,302.5999,40.04999,1077.74,283.7598,516.6899,14911.74,111.59,168.85,105.28,1146.18,59.59,NA,302.5999,40.04999,1077.74,283.7598,516.6899,14911.74,111.59,298.0198,168.85,105.28,41.46999,68.31,36.00999,111.38,1146.18,250.83,59.59
23/02/2012,2.0134,3.1905,5.638,3.0778,3.761,27.4038,7.0516,2.4017,12.7833,2.5753,6.4471,4.1201,4.9521,5.2639,16.8,23.84,0.6002,265.57,298.98,236.99,281.81,61.9,174.55,35.37,418.69,196.79,0,0,0,0,0,0,0,0,0,305.6299,40.06999,1105.47,288.2698,514.2698,14904.36,111.62,174.7,110.14,1146.24,60.56999,NA,305.6299,40.06999,1105.47,288.2698,514.2698,14904.36,111.62,295.49,174.7,110.14,41.92999,68.28999,36.50999,112.38,1146.24,250.29,60.56999
24/02/2012,2.0172,3.1938,5.602,3.0809,3.8122,27.4038,7.0675,2.4123,13.1864,2.5815,6.4559,4.1068,4.9113,5.2444,17.31,22.53,0.5931,268.22,301.31,238.67,280.93,62.45,176.42,35.63,418.86,199.73,0,0,0,0,0,0,0,0,0,300.72,40.09,1097.53,281.8398,511.74,14904.36,108.45,167.9,112.18,1145.98,58.59999,NA,300.72,40.09,1097.53,281.8398,511.74,14904.36,108.45,288.0298,167.9,112.18,41.45999,67.31999,36.01999,110.43,1145.98,249.5,58.59999
27/02/2012,1.9623,3.2027,5.6192,3.0857,3.8222,27.4038,7.0324,2.3604,13.1284,2.528,6.4551,4.1085,4.7021,5.2196,18.19,24.22,0.584,268.1,300.53,236.85,281.09,62.1,174.63,35.63,419.23,198.38,0,0,0,0,0,0,0,0,0,303.5298,41.12999,1097.72,278.49,490.0698,14904.36,110.25,167.9,112.27,1145.35,60.60999,NA,303.5298,41.12999,1097.72,278.49,490.0698,14904.36,110.25,284.0198,167.9,112.27,40.56,61.48,35.56,110.45,1145.35,248.79,60.60999
28/02/2012,1.9299,3.1483,5.5631,3.1155,3.8042,27.4038,6.9908,2.3454,13.2861,2.4991,6.5403,4.076,4.8147,5.2468,17.96,23.72,0.5799,265.95,302.22,237.62,281.29,62.42,174.83,34.42,418.64,198.37,0,0,0,0,0,0,0,0,0,297.0198,39.2,1093.64,273.0798,485,14904.36,107.5,169.29,108.05,1145.7,58.68999,NA,297.0198,39.2,1093.64,273.0798,485,14904.36,107.5,273.9199,169.29,108.05,40.06,60.62999,35.56999,107.12,1145.7,247.79,58.68999
29/02/2012,1.9499,3.162,5.4044,3.0848,3.7828,27.4038,7.1103,2.3434,13.8203,2.5099,6.5292,4.0656,4.7003,5.1987,18.43,23.93,0.5718,267.76,301.02,237.87,280.54,62.53,174.88,35.22,415.77,198.59,0,0,0,0,0,0,0,0,0,294.23,37.25999,1172.92,273.4399,499.8599,14904.36,106.85,169.52,105.5,1145.6,58.70999,NA,294.23,37.25999,1172.92,273.4399,499.8599,14904.36,106.85,273.97,169.52,105.5,39.65999,59.81999,35.56999,106.6,1145.6,246.96,58.70999
01/03/2012,1.9974,3.0258,5.1734,3.0151,3.7472,27.4038,7.1432,2.3665,13.8447,2.5346,6.7103,4.052,4.6729,5.0833,17.26,22.86,0.5566,270.77,304.39,241.02,282.55,63.09,179.68,35.5,420.05,201.41,0,0,0,0,0,0,0,0,0,267.7998,36.29999,1146.62,263.25,502.0298,14904.36,103.49,152.03,96.18999,1145.64,54.81999,NA,267.7998,36.29999,1146.62,263.25,502.0298,14904.36,103.49,271.6799,152.03,96.18999,39.21999,56.42999,35.09,102.72,1145.64,243.62,54.81999
02/03/2012,1.9331,3.0382,5.126,2.9598,3.6577,27.4038,7.0853,2.3141,13.8579,2.4733,6.8435,4.0669,4.6846,5.0989,17.29,22.56,0.5394,272.87,303.66,241.31,283.84,63.6,180.2,35.54,420.67,201.37,0,0,0,0,0,0,0,0,0,274.2598,36.32999,1146.98,278.5798,502.0498,14904.36,103.49,156,98.64,1145.93,54.85999,NA,274.2598,36.32999,1146.98,278.5798,502.0498,14904.36,103.49,274.2598,156,98.64,39.23,56.42999,35.09999,101.73,1145.93,243.08,54.85999
05/03/2012,1.9614,3.0893,5.1543,2.9817,3.6339,27.4038,7.161,2.3431,13.8379,2.507,6.8147,4.0975,4.6809,5.1777,18.05,23.8,0.5282,268.76,301.25,240.35,282.71,63.27,179.1,34.56,415.45,198.99,0,0,0,0,0,0,0,0,0,277.3298,34.45,1148.09,286.1299,527.6899,14904.36,104.98,160.32,100.27,1145.76,58.87,NA,277.3298,34.45,1148.09,286.1299,527.6899,14904.36,104.98,291.6399,160.32,100.27,39.25,56.43999,35.12999,100.86,1145.76,242.27,58.87
