"date","country","bsp","cds","euribor","stocks","vix","vstoxx","greece_a","ireland_a","portugal_a","spain_a","crisis_a","sd","crisis_b_1.5","crisis_b_2"
2010-05-27,"all",NA,NA,0.4319,NA,29.68,34.91,0,0,0,0,0,0,0,0
2010-05-28,"all",NA,NA,0.4339,NA,32.07,33.88,0,0,0,0,0,0,0,0
2010-05-31,"all",NA,NA,0.435,NA,32.07,34.4,0,0,0,0,0,0,0,0
2010-06-01,"all",NA,NA,0.4339,NA,35.54,35.27,0,0,0,0,0,0,0,0
2010-06-02,"all",NA,NA,0.436,NA,30.17,35.43,0,0,0,0,0,0,0,0
2010-06-03,"all",NA,NA,0.438,NA,29.46,33.34,0,0,0,0,0,0,0,0
2010-06-04,"all",NA,NA,0.438,NA,35.48,37.69,0,0,0,0,0,0,0,0
2010-06-07,"all",NA,NA,0.439,NA,36.57,40.82,0,0,0,0,0,0,0,0
2010-06-08,"all",NA,NA,0.44,NA,33.7,41.62,0,0,0,0,0,0,0,0
2010-06-09,"all",NA,NA,0.4421,NA,33.73,36.32,0,0,0,0,0,0,0,0
2010-06-10,"all",NA,NA,0.4441,NA,30.57,33.07,0,0,0,0,0,0,0,0
2010-06-11,"all",NA,NA,0.4441,NA,28.79,31.36,0,0,0,0,0,0,0,0
2010-06-14,"all",NA,NA,0.4451,NA,28.58,29.64,0,0,0,0,0,0,0,0
2010-06-15,"all",NA,NA,0.4471,NA,25.87,28.28,0,0,0,0,0,0,0,0
2010-06-16,"all",NA,NA,0.4481,NA,25.92,29,0,0,0,0,0,0,0,0
2010-06-17,"all",NA,NA,0.4492,NA,25.05,29.18,0,0,0,0,0,0,0,0
2010-06-18,"all",NA,NA,0.4502,NA,23.95,26.96,0,0,0,0,0,0,0,0
2010-06-21,"all",NA,NA,0.4532,NA,24.88,26.62,0,0,0,0,0,0,0,0
2010-06-22,"all",NA,NA,0.4563,NA,27.05,26.42,0,0,0,0,0,0,0,0
2010-06-23,"all",NA,NA,0.4613,NA,26.91,28.67,0,0,0,0,0,0,0,0
2010-06-24,"all",NA,NA,0.4654,NA,29.74,31.39,0,0,0,0,0,0,0,0
2010-06-25,"all",NA,NA,0.4704,NA,28.53,32.1,0,0,0,0,0,0,0,0
2010-06-28,"all",NA,NA,0.4775,NA,29,30.1,0,0,0,0,0,0,0,0
2010-06-29,"all",NA,NA,0.4857,NA,34.13,35.04,0,0,0,0,0,0,0,0
2010-06-30,"all",NA,NA,0.4917,NA,34.54,34.32,0,0,0,0,0,0,0,0
2010-07-01,"all",NA,NA,0.512,NA,32.86,36.25,0,0,0,0,0,0,0,0
2010-07-02,"all",NA,NA,0.5201,NA,30.12,33.59,0,0,0,0,0,0,0,0
2010-07-05,"all",NA,NA,0.5222,NA,30.12,32.6,0,0,0,0,0,0,0,0
2010-07-06,"all",NA,NA,0.5252,NA,29.65,31.02,0,0,0,0,0,0,0,0
2010-07-07,"all",NA,NA,0.5303,NA,26.84,30.26,0,0,0,0,0,0,0,0
2010-07-08,"all",NA,NA,0.5414,NA,25.71,29.01,0,0,0,0,0,0,0,0
2010-07-09,"all",NA,NA,0.5546,NA,24.98,27.95,0,0,0,0,0,0,0,0
2010-07-12,"all",NA,NA,0.5607,NA,24.43,28.26,0,0,0,0,0,0,0,0
2010-07-13,"all",NA,NA,0.5698,NA,24.56,26.88,0,0,0,0,0,0,0,0
2010-07-14,"all",NA,NA,0.5759,NA,24.89,27.72,0,0,0,0,0,0,0,0
2010-07-15,"all",NA,NA,0.582,NA,25.14,27.3,0,0,0,0,0,0,0,0
2010-07-16,"all",NA,NA,0.6053,NA,26.25,27.06,0,0,0,0,0,0,0,0
2010-07-19,"all",NA,NA,0.6195,NA,25.97,28.53,0,0,0,0,0,0,0,0
2010-07-20,"all",NA,NA,0.6286,NA,23.93,28.22,0,0,0,0,0,0,0,0
2010-07-21,"all",NA,NA,0.6367,NA,25.64,28.43,0,0,0,0,0,0,0,0
2010-07-22,"all",NA,NA,0.6398,NA,24.63,27.28,0,0,0,0,0,0,0,0
2010-07-23,"all",NA,NA,0.6418,NA,23.47,28.07,0,0,0,0,0,0,0,0
2010-07-26,"all",NA,NA,0.644,NA,22.73,26.8,0,0,0,0,0,0,0,0
2010-07-27,"all",NA,NA,0.6469,NA,23.19,26.41,0,0,0,0,0,0,0,0
2010-07-28,"all",NA,NA,0.6489,NA,24.25,26.61,0,0,0,0,0,0,0,0
2010-07-29,"all",NA,NA,0.6519,NA,24.13,27.12,0,0,0,0,0,0,0,0
2010-07-30,"all",NA,NA,0.654,NA,23.5,27.16,0,0,0,0,0,0,0,0
2010-08-02,"all",NA,NA,0.655,NA,22.01,26.31,0,0,0,0,0,0,0,0
2010-08-03,"all",NA,NA,0.657,NA,22.63,26.17,0,0,0,0,0,0,0,0
2010-08-04,"all",NA,NA,0.658,NA,22.21,25.47,0,0,0,0,0,0,0,0
2010-08-05,"all",NA,NA,0.659,NA,22.1,25.1,0,0,0,0,0,0,0,0
2010-08-06,"all",NA,NA,0.658,NA,21.74,27.11,0,0,0,0,0,0,0,0
2010-08-09,"all",NA,NA,0.658,NA,22.14,25.83,0,0,0,0,0,0,0,0
2010-08-10,"all",NA,NA,0.657,NA,22.37,27.09,0,0,0,0,0,0,0,0
2010-08-11,"all",NA,NA,0.658,NA,25.39,30.01,0,0,0,0,0,0,0,0
2010-08-12,"all",NA,NA,0.656,NA,25.73,29.37,0,0,0,0,0,0,0,0
2010-08-13,"all",NA,NA,0.656,NA,26.24,29.2,0,0,0,0,0,0,0,0
2010-08-16,"all",NA,NA,0.654,NA,26.1,30,0,0,0,0,0,0,0,0
2010-08-17,"all",NA,NA,0.6509,NA,24.33,27.77,0,0,0,0,0,0,0,0
2010-08-18,"all",NA,NA,0.6499,NA,24.59,26.74,0,0,0,0,0,0,0,0
2010-08-19,"all",NA,NA,0.6469,NA,26.44,29.33,0,0,0,0,0,0,0,0
2010-08-20,"all",NA,NA,0.6428,NA,25.49,29.05,0,0,0,0,0,0,0,0
2010-08-23,"all",NA,NA,0.6438,NA,25.66,28.29,0,0,0,0,0,0,0,0
2010-08-24,"all",NA,NA,0.6418,NA,27.46,30.03,0,0,0,0,0,0,0,0
2010-08-25,"all",NA,NA,0.6387,NA,26.7,30.84,0,0,0,0,0,0,0,0
2010-08-26,"all",NA,NA,0.6367,NA,27.37,29.98,0,0,0,0,0,0,0,0
2010-08-27,"all",NA,NA,0.6337,NA,24.45,28.32,0,0,0,0,0,0,0,0
2010-08-30,"all",NA,NA,0.6327,NA,27.21,29.09,0,0,0,0,0,0,0,0
2010-08-31,"all",NA,NA,0.6306,NA,26.05,29.37,0,0,0,0,0,0,0,0
2010-09-01,"all",NA,NA,0.6276,NA,23.89,26.25,0,0,0,0,0,0,0,0
2010-09-02,"all",NA,NA,0.6286,NA,23.19,25.91,0,0,0,0,0,0,0,0
2010-09-03,"all",NA,NA,0.6286,NA,21.31,24.56,0,0,0,0,0,0,0,0
2010-09-06,"all",NA,NA,0.6266,NA,21.31,24.47,0,0,0,0,0,0,0,0
2010-09-07,"all",NA,NA,0.6256,NA,23.8,25.26,0,0,0,0,0,0,0,0
2010-09-08,"all",NA,NA,0.6246,NA,23.25,24.86,0,0,0,0,0,0,0,0
2010-09-09,"all",NA,NA,0.6256,NA,22.81,24.21,0,0,0,0,0,0,0,0
2010-09-10,"all",NA,NA,0.6246,NA,21.99,24.62,0,0,0,0,0,0,0,0
2010-09-13,"all",NA,NA,0.6246,NA,21.21,23.77,0,0,0,0,0,0,0,0
2010-09-14,"all",NA,NA,0.6246,NA,21.56,23.27,0,0,0,0,0,0,0,0
2010-09-15,"all",NA,NA,0.6256,NA,22.1,23.57,0,0,0,0,0,0,0,0
2010-09-16,"all",NA,NA,0.6256,NA,21.72,24.07,0,0,0,0,0,0,0,0
2010-09-17,"all",NA,NA,0.6266,NA,22.01,24.54,0,0,0,0,0,0,0,0
2010-09-20,"all",NA,NA,0.6256,NA,21.5,24.15,0,0,0,0,0,0,0,0
2010-09-21,"all",NA,NA,0.6266,NA,22.35,25.08,0,0,0,0,0,0,0,0
2010-09-22,"all",NA,NA,0.6256,NA,22.51,25.42,0,0,0,0,0,0,0,0
2010-09-23,"all",NA,NA,0.6256,NA,23.87,25.56,0,0,0,0,0,0,0,0
2010-09-24,"all",NA,NA,0.6266,NA,21.71,23.66,0,0,0,0,0,0,0,0
2010-09-27,"all",NA,NA,0.6266,NA,22.54,24.56,0,0,0,0,0,0,0,0
2010-09-28,"all",NA,NA,0.6296,NA,22.6,24.76,0,0,0,0,0,0,0,0
2010-09-29,"all",NA,NA,0.6296,NA,23.25,25.06,0,0,0,0,0,0,0,0
2010-09-30,"all",NA,NA,0.6337,NA,23.7,26.11,0,0,0,0,0,0,0,0
2010-10-01,"all",NA,NA,0.7138,NA,22.5,26.37,0,0,0,0,0,0,0,0
2010-10-04,"all",NA,NA,0.7361,NA,23.53,27.05,0,0,0,0,0,0,0,0
2010-10-05,"all",NA,NA,0.7422,NA,21.76,25.11,0,0,0,0,0,0,0,0
2010-10-06,"all",NA,NA,0.7472,NA,21.49,24.65,0,0,0,0,0,0,0,0
2010-10-07,"all",NA,NA,0.7543,NA,21.56,23.99,0,0,0,0,0,0,0,0
2010-10-08,"all",NA,NA,0.7624,NA,20.71,22.82,0,0,0,0,0,0,0,0
2010-10-11,"all",NA,NA,0.7706,NA,18.96,22.54,0,0,0,0,0,0,0,0
2010-10-12,"all",NA,NA,0.7777,NA,18.93,22.75,0,0,0,0,0,0,0,0
2010-10-13,"all",NA,NA,0.7797,NA,19.07,21.77,0,0,0,0,0,0,0,0
2010-10-14,"all",NA,NA,0.7817,NA,19.88,21.48,0,0,0,0,0,0,0,0
2010-10-15,"all",NA,NA,0.7878,NA,19.03,21.58,0,0,0,0,0,0,0,0
2010-10-18,"all",NA,NA,0.7949,NA,19.09,21.39,0,0,0,0,0,0,0,0
2010-10-19,"all",NA,NA,0.803,NA,20.63,22.06,0,0,0,0,0,0,0,0
2010-10-20,"all",NA,NA,0.8172,NA,19.79,21.72,0,0,0,0,0,0,0,0
2010-10-21,"all",NA,NA,0.8273,NA,19.27,22.04,0,0,0,0,0,0,0,0
2010-10-22,"all",NA,NA,0.8334,NA,18.78,21.77,0,0,0,0,0,0,0,0
2010-10-25,"all",NA,NA,0.8415,NA,19.85,22.04,0,0,0,0,0,0,0,0
2010-10-26,"all",NA,NA,0.8507,NA,20.22,22.15,0,0,0,0,0,0,0,0
2010-10-27,"all",NA,NA,0.8588,NA,20.71,23.91,0,0,0,0,0,0,0,0
2010-10-28,"all",NA,NA,0.8588,NA,20.88,22.81,0,0,0,0,0,0,0,0
2010-10-29,"all",NA,NA,0.8588,NA,21.2,23.39,0,0,0,0,0,0,0,0
2010-11-01,"all",NA,NA,0.8598,NA,21.83,24.62,0,0,0,0,0,0,0,0
2010-11-02,"all",NA,NA,0.8588,NA,21.57,23.89,0,0,0,0,0,0,0,0
2010-11-03,"all",NA,NA,0.8588,NA,19.56,25.44,0,0,0,0,0,0,0,0
2010-11-04,"all",NA,NA,0.8608,NA,18.52,21.52,0,0,0,0,0,0,0,0
2010-11-05,"all",NA,NA,0.8618,NA,18.26,21.85,0,0,0,0,0,0,0,0
2010-11-08,"all",NA,NA,0.8648,NA,18.29,21.77,0,0,0,0,0,0,0,0
2010-11-09,"all",NA,NA,0.8648,NA,19.08,20.63,0,0,0,0,0,0,0,0
2010-11-10,"all",NA,NA,0.8638,NA,18.47,22.62,0,0,0,0,0,0,0,0
2010-11-11,"all",NA,NA,0.8638,NA,18.64,23.49,0,0,0,0,0,0,0,0
2010-11-12,"all",NA,NA,0.8638,NA,20.61,24.62,0,0,0,0,0,0,0,0
2010-11-15,"all",NA,NA,0.8618,NA,20.2,23.62,0,0,0,0,0,0,0,0
2010-11-16,"all",NA,NA,0.8577,NA,22.58,26.36,0,0,0,0,0,0,0,0
2010-11-17,"all",NA,NA,0.8557,NA,21.76,24.78,0,0,0,0,0,0,0,0
2010-11-18,"all",NA,NA,0.8456,NA,18.75,22.92,0,0,0,0,0,0,0,0
2010-11-19,"all",NA,NA,0.8354,NA,18.04,22.06,0,0,0,0,0,0,0,0
2010-11-22,"all",NA,NA,0.8273,NA,18.37,23.37,0,0,0,0,0,0,0,0
2010-11-23,"all",NA,NA,0.8223,NA,20.63,27.63,0,0,0,0,0,0,0,0
2010-11-24,"all",NA,NA,0.8152,NA,19.56,26.38,0,0,0,0,0,0,0,0
2010-11-25,"all",NA,NA,0.8101,NA,19.56,25.42,0,0,0,0,0,0,0,0
2010-11-26,"all",NA,NA,0.8071,NA,22.22,28.44,0,0,0,0,0,0,0,0
2010-11-29,"all",NA,NA,0.8192,NA,21.53,30.67,0,0,0,0,0,0,0,0
2010-11-30,"all",NA,NA,0.8213,NA,23.54,31.07,0,0,0,0,0,0,0,0
2010-12-01,"all",NA,NA,0.8233,NA,21.36,28.13,0,0,0,0,0,0,0,0
2010-12-02,"all",NA,NA,0.8263,NA,19.39,25.36,0,0,0,0,0,0,0,0
2010-12-03,"all",NA,NA,0.8273,NA,18.01,23.88,0,0,0,0,0,0,0,0
2010-12-06,"all",NA,NA,0.8304,NA,18.02,24.72,0,0,0,0,0,0,0,0
2010-12-07,"all",NA,NA,0.8324,NA,17.99,23.34,0,0,0,0,0,0,0,0
2010-12-08,"all",NA,NA,0.8324,NA,17.74,22.49,0,0,0,0,0,0,0,0
2010-12-09,"all",NA,NA,0.8334,NA,17.25,21.65,0,0,0,0,0,0,0,0
2010-12-10,"all",NA,NA,0.8334,NA,17.61,21.15,0,0,0,0,0,0,0,0
2010-12-13,"all",NA,NA,0.8304,NA,17.55,20.42,0,0,0,0,0,0,0,0
2010-12-14,"all",NA,NA,0.8304,NA,17.61,19.72,0,0,0,0,0,0,0,0
2010-12-15,"all",NA,NA,0.8243,NA,17.94,19.86,0,0,0,0,0,0,0,0
2010-12-16,"all",NA,NA,0.8243,NA,17.39,18.36,0,0,0,0,0,0,0,0
2010-12-17,"all",NA,NA,0.8223,NA,16.11,19.25,0,0,0,0,0,0,0,0
2010-12-20,"all",NA,NA,0.8202,NA,16.41,18.68,0,0,0,0,0,0,0,0
2010-12-21,"all",NA,NA,0.8213,NA,16.49,18.47,0,0,0,0,0,0,0,0
2010-12-22,"all",NA,NA,0.8223,NA,15.45,18.59,0,0,0,0,0,0,0,0
2010-12-23,"all",NA,NA,0.8162,NA,16.47,19.57,0,0,0,0,0,0,0,0
2010-12-24,"all",NA,NA,0.8142,NA,16.47,19.57,0,0,0,0,0,0,0,0
2010-12-27,"all",NA,NA,0.8152,NA,17.67,22.58,0,0,0,0,0,0,0,0
2010-12-28,"all",NA,NA,0.8152,NA,17.52,22.57,0,0,0,0,0,0,0,0
2010-12-29,"all",NA,NA,0.8142,NA,17.28,22.01,0,0,0,0,0,0,0,0
2010-12-30,"all",NA,NA,0.801,NA,17.52,23.92,0,0,0,0,0,0,0,0
2010-12-31,"all",NA,NA,0.7929,NA,17.75,23.92,0,0,0,0,0,0,0,0
2011-01-03,"all",NA,NA,0.7847,NA,17.61,23.62,0,0,0,0,0,0,0,0
2011-01-04,"all",NA,NA,0.7766,NA,17.38,23.16,0,0,0,0,0,0,0,0
2011-01-05,"all",NA,NA,0.7726,NA,17.02,23.08,0,0,0,0,0,0,0,0
2011-01-06,"all",NA,NA,0.7706,NA,17.4,23.3,0,0,0,0,0,0,0,0
2011-01-07,"all",NA,NA,0.7695,NA,17.14,23.95,0,0,0,0,0,0,0,0
2011-01-10,"all",NA,NA,0.7645,NA,17.54,25.72,0,0,0,0,0,0,0,0
2011-01-11,"all",NA,NA,0.7624,NA,16.89,23.86,0,0,0,0,0,0,0,0
2011-01-12,"all",NA,NA,0.7645,NA,16.24,22.27,0,0,0,0,0,0,0,0
2011-01-13,"all",NA,NA,0.7685,NA,16.39,21.47,0,0,0,0,0,0,0,0
2011-01-14,"all",NA,NA,0.7787,NA,15.46,20.44,0,0,0,0,0,0,0,0
2011-01-17,"all",NA,NA,0.7817,NA,15.46,21.17,0,0,0,0,0,0,0,0
2011-01-18,"all",NA,NA,0.7868,NA,15.87,20.19,0,0,0,0,0,0,0,0
2011-01-19,"all",NA,NA,0.7908,NA,17.31,21.27,0,0,0,0,0,0,0,0
2011-01-20,"all",NA,NA,0.7949,NA,17.99,21.11,0,0,0,0,0,0,0,0
2011-01-21,"all",NA,NA,0.8101,NA,18.47,19.8,0,0,0,0,0,0,0,0
2011-01-24,"all",NA,NA,0.8223,NA,17.65,20.38,0,0,0,0,0,0,0,0
2011-01-25,"all",NA,NA,0.8304,NA,17.59,21.56,0,0,0,0,0,0,0,0
2011-01-26,"all",NA,NA,0.8699,NA,16.64,21.53,0,0,0,0,0,0,0,0
2011-01-27,"all",NA,NA,0.8841,NA,16.15,21.11,0,0,0,0,0,0,0,0
2011-01-28,"all",NA,NA,0.8892,NA,20.04,22.13,0,0,0,0,0,0,0,0
2011-01-31,"all",NA,NA,0.9074,NA,19.53,22.73,0,0,0,0,0,0,0,0
2011-02-01,"all",NA,NA,0.9277,NA,17.63,22.15,0,0,0,0,0,0,0,0
2011-02-02,"all",NA,NA,0.9226,NA,17.3,21.66,0,0,0,0,0,0,0,0
2011-02-03,"all",NA,NA,0.9237,NA,16.69,22.09,0,0,0,0,0,0,0,0
2011-02-04,"all",NA,NA,0.9247,NA,15.93,20.9,0,0,0,0,0,0,0,0
2011-02-07,"all",NA,NA,0.9226,NA,16.28,20.37,0,0,0,0,0,0,0,0
2011-02-08,"all",NA,NA,0.9155,NA,15.81,20.21,0,0,0,0,0,0,0,0
2011-02-09,"all",NA,NA,0.9389,NA,15.87,19.75,0,0,0,0,0,0,0,0
2011-02-10,"all",NA,NA,0.9368,NA,16.09,19.75,0,0,0,0,0,0,0,0
2011-02-11,"all",NA,NA,0.9287,NA,15.69,19.95,0,0,0,0,0,0,0,0
2011-02-14,"all",NA,NA,0.9237,NA,15.95,20.74,0,0,0,0,0,0,0,0
2011-02-15,"all",NA,NA,0.9155,NA,16.37,20.44,0,0,0,0,0,0,0,0
2011-02-16,"all",NA,NA,0.9044,NA,16.72,19.19,0,0,0,0,0,0,0,0
2011-02-17,"all",NA,NA,0.8953,NA,16.59,20,0,0,0,0,0,0,0,0
2011-02-18,"all",NA,NA,0.8831,NA,16.43,19.7,0,0,0,0,0,0,0,0
2011-02-21,"all",NA,NA,0.876,NA,16.43,22.14,0,0,0,0,0,0,0,0
2011-02-22,"all",NA,NA,0.875,NA,20.8,23.93,0,0,0,0,0,0,0,0
2011-02-23,"all",NA,NA,0.875,NA,22.13,24.99,0,0,0,0,0,0,0,0
2011-02-24,"all",NA,NA,0.874,NA,21.32,24.99,0,0,0,0,0,0,0,0
2011-02-25,"all",NA,NA,0.879,NA,19.22,23.1,0,0,0,0,0,0,0,0
2011-02-28,"all",NA,NA,0.879,NA,18.35,22.71,0,0,0,0,0,0,0,0
2011-03-01,"all",NA,NA,0.879,NA,21.01,23.82,0,0,0,0,0,0,0,0
2011-03-02,"all",NA,NA,0.877,NA,20.7,24.6,0,0,0,0,0,0,0,0
2011-03-03,"all",NA,NA,0.8811,NA,18.6,23.93,0,0,0,0,0,0,0,0
2011-03-04,"all",NA,NA,0.9095,NA,19.06,23.64,0,0,0,0,0,0,0,0
2011-03-07,"all",NA,NA,0.9166,NA,20.66,24.41,0,0,0,0,0,0,0,0
2011-03-08,"all",NA,NA,0.9176,NA,19.82,23.45,0,0,0,0,0,0,0,0
2011-03-09,"all",NA,NA,0.9145,NA,20.22,23.48,0,0,0,0,0,0,0,0
2011-03-10,"all",NA,NA,0.9095,NA,21.88,24.14,0,0,0,0,0,0,0,0
2011-03-11,"all",NA,NA,0.9054,NA,20.08,24.71,0,0,0,0,0,0,0,0
2011-03-14,"all",NA,NA,0.9044,NA,21.13,26.74,0,0,0,0,0,0,0,0
2011-03-15,"all",NA,NA,0.8993,NA,24.32,31.01,0,0,0,0,0,0,0,0
2011-03-16,"all",NA,NA,0.8993,NA,29.4,35.23,0,0,0,0,0,0,0,0
2011-03-17,"all",NA,NA,0.8993,NA,26.37,30.61,0,0,0,0,0,0,0,0
2011-03-18,"all",NA,NA,0.9024,NA,24.44,28.53,0,0,0,0,0,0,0,0
2011-03-21,"all",NA,NA,0.9044,NA,20.61,25.24,0,0,0,0,0,0,0,0
2011-03-22,"all",NA,NA,0.9095,NA,20.21,24.39,0,0,0,0,0,0,0,0
2011-03-23,"all",NA,NA,0.9145,NA,19.17,23.92,0,0,0,0,0,0,0,0
2011-03-24,"all",NA,NA,0.9247,NA,18,22.1,0,0,0,0,0,0,0,0
2011-03-25,"all",NA,NA,0.9318,NA,17.91,22.08,0,0,0,0,0,0,0,0
2011-03-28,"all",NA,NA,0.9449,NA,19.44,22.48,0,0,0,0,0,0,0,0
2011-03-29,"all",NA,NA,0.9612,NA,18.16,22.5,0,0,0,0,0,0,0,0
2011-03-30,"all",NA,NA,0.9733,NA,17.71,21.47,0,0,0,0,0,0,0,0
2011-03-31,"all",NA,NA,0.9814,NA,17.74,22.08,0,0,0,0,0,0,0,0
2011-04-01,"all",NA,NA,0.9977,NA,17.4,20.42,0,0,0,0,0,0,0,0
2011-04-04,"all",NA,NA,1.0068,NA,17.5,20.66,0,0,0,0,0,0,0,0
2011-04-05,"all",NA,NA,1.0169,NA,17.25,20.52,0,0,0,0,0,0,0,0
2011-04-06,"all",NA,NA,1.0281,NA,16.9,20.16,0,0,0,0,0,0,0,0
2011-04-07,"all",NA,NA,1.0534,NA,17.11,21.02,0,0,0,0,0,0,0,0
2011-04-08,"all",NA,NA,1.092,NA,17.87,19.96,0,0,0,0,0,0,0,0
2011-04-11,"all",NA,NA,1.1315,NA,16.59,19.98,0,0,0,0,0,0,0,0
2011-04-12,"all",NA,NA,1.1518,NA,17.09,22.5,0,0,0,0,0,0,0,0
2011-04-13,"all",NA,NA,1.165,NA,16.92,21.2,0,0,0,0,0,0,0,0
2011-04-14,"all",NA,NA,1.1721,NA,16.27,20.74,0,0,0,0,0,0,0,0
2011-04-15,"all",NA,NA,1.1771,NA,15.32,18.8,0,0,0,0,0,0,0,0
2011-04-18,"all",NA,NA,1.1822,NA,16.96,22.79,0,0,0,0,0,0,0,0
2011-04-19,"all",NA,NA,1.1883,NA,15.83,20.82,0,0,0,0,0,0,0,0
2011-04-20,"all",NA,NA,1.1994,NA,15.07,19.08,0,0,0,0,0,0,0,0
2011-04-21,"all",NA,NA,1.2075,NA,14.69,18.93,0,0,0,0,0,0,0,0
2011-04-22,"all",NA,NA,1.2075,NA,14.69,18.93,0,0,0,0,0,0,0,0
2011-04-25,"all",NA,NA,1.2075,NA,15.77,18.93,0,0,0,0,0,0,0,0
2011-04-26,"all",NA,NA,1.2167,NA,15.62,19.49,0,0,0,0,0,0,0,0
2011-04-27,"all",NA,NA,1.2278,NA,15.35,19.83,0,0,0,0,0,0,0,0
2011-04-28,"all",NA,NA,1.244,NA,14.62,18.83,0,0,0,0,0,0,0,0
2011-04-29,"all",NA,NA,1.2542,NA,14.75,18.48,0,0,0,0,0,0,0,0
2011-05-02,"all",NA,NA,1.2613,NA,15.99,19.62,0,0,0,0,0,0,0,0
2011-05-03,"all",NA,NA,1.2684,NA,16.7,20.8,0,0,0,0,0,0,0,0
2011-05-04,"all",NA,NA,1.2674,NA,17.08,21.86,0,0,0,0,0,0,0,0
2011-05-05,"all",NA,NA,1.2714,NA,18.2,22.55,0,0,0,0,0,0,0,0
2011-05-06,"all",NA,NA,1.2674,NA,18.4,19.98,0,0,0,0,0,0,0,0
2011-05-09,"all",NA,NA,1.2694,NA,17.16,22.51,0,0,0,0,0,0,0,0
2011-05-10,"all",NA,NA,1.2704,NA,15.91,21.5,0,0,0,0,0,0,0,0
2011-05-11,"all",NA,NA,1.2623,NA,16.95,21.07,0,0,0,0,0,0,0,0
2011-05-12,"all",NA,NA,1.2582,NA,16.03,21.87,0,0,0,0,0,0,0,0
2011-05-13,"all",NA,NA,1.2572,NA,17.07,22.08,0,0,0,0,0,0,0,0
2011-05-16,"all",NA,NA,1.2593,NA,18.24,22.38,0,0,0,0,0,0,0,0
2011-05-17,"all",NA,NA,1.2582,NA,17.55,23.1,0,0,0,0,0,0,0,0
2011-05-18,"all",NA,NA,1.2572,NA,16.23,22.36,0,0,0,0,0,0,0,0
2011-05-19,"all",NA,NA,1.2603,NA,15.52,21.03,0,0,0,0,0,0,0,0
2011-05-20,"all",NA,NA,1.2603,NA,17.43,22.38,0,0,0,0,0,0,0,0
2011-05-23,"all",NA,NA,1.2623,NA,18.27,24.78,0,0,0,0,0,0,0,0
2011-05-24,"all",NA,NA,1.2623,NA,17.82,23.77,0,0,0,0,0,0,0,0
2011-05-25,"all",NA,NA,1.2623,NA,17.07,22.65,0,0,0,0,0,0,0,0
2011-05-26,"all",NA,NA,1.2572,NA,16.09,22.74,0,0,0,0,0,0,0,0
2011-05-27,"all",NA,NA,1.2491,NA,15.98,21.47,0,0,0,0,0,0,0,0
2011-05-30,"all",NA,NA,1.2471,NA,15.98,21.74,0,0,0,0,0,0,0,0
2011-05-31,"all",NA,NA,1.2451,NA,15.45,20.35,0,0,0,0,0,0,0,0
2011-06-01,"all",NA,NA,1.24,NA,18.3,20.93,0,0,0,0,0,0,0,0
2011-06-02,"all",NA,NA,1.241,NA,18.09,22.84,0,0,0,0,0,0,0,0
2011-06-03,"all",NA,NA,1.24,NA,17.95,22.65,0,0,0,0,0,0,0,0
2011-06-06,"all",NA,NA,1.242,NA,18.49,23.15,0,0,0,0,0,0,0,0
2011-06-07,"all",NA,NA,1.243,NA,18.07,22.37,0,0,0,0,0,0,0,0
2011-06-08,"all",NA,NA,1.2562,NA,18.79,22.69,0,0,0,0,0,0,0,0
2011-06-09,"all",NA,NA,1.2755,NA,17.77,20.94,0,0,0,0,0,0,0,0
2011-06-10,"all",NA,NA,1.2795,NA,18.86,22.62,0,0,0,0,0,0,0,0
2011-06-13,"all",NA,NA,1.2836,NA,19.61,22.84,0,0,0,0,0,0,0,0
2011-06-14,"all",NA,NA,1.2917,NA,18.26,21.32,0,0,0,0,0,0,0,0
2011-06-15,"all",NA,NA,1.2988,NA,21.32,23.06,0,0,0,0,0,0,0,0
2011-06-16,"all",NA,NA,1.3069,NA,22.73,24.43,0,0,0,0,0,0,0,0
2011-06-17,"all",NA,NA,1.3201,NA,21.85,24.25,0,0,0,0,0,0,0,0
2011-06-20,"all",NA,NA,1.3292,NA,19.99,25.54,0,0,0,0,0,0,0,0
2011-06-21,"all",NA,NA,1.3424,NA,18.86,24.75,0,0,0,0,0,0,0,0
2011-06-22,"all",NA,NA,1.3363,NA,18.52,23.34,0,0,0,0,0,0,0,0
2011-06-23,"all",NA,NA,1.3302,NA,19.29,27.3,0,0,0,0,0,0,0,0
2011-06-24,"all",NA,NA,1.3282,NA,21.1,27.17,0,0,0,0,0,0,0,0
2011-06-27,"all",NA,NA,1.3292,NA,20.56,28.2,0,0,0,0,0,0,0,0
2011-06-28,"all",NA,NA,1.3343,NA,19.17,27.69,0,0,0,0,0,0,0,0
2011-06-29,"all",NA,NA,1.3373,NA,17.27,24.06,0,0,0,0,0,0,0,0
2011-06-30,"all",NA,NA,1.3434,NA,16.52,21.56,0,0,0,0,0,0,0,0
2011-07-01,"all",NA,NA,1.3505,NA,15.87,19.73,0,0,0,0,0,0,0,0
2011-07-04,"all",NA,NA,1.3546,NA,15.87,19.73,0,0,0,0,0,0,0,0
2011-07-05,"all",NA,NA,1.3586,NA,16.06,20.26,0,0,0,0,0,0,0,0
2011-07-06,"all",NA,NA,1.3606,NA,16.34,20.92,0,0,0,0,0,0,0,0
2011-07-07,"all",NA,NA,1.39,NA,15.95,20.59,0,0,0,0,0,0,0,0
