"date","country","bsp","cds","euribor","stocks","vix","vstoxx","greece_a","ireland_a","portugal_a","spain_a","crisis_a","sd","crisis_b_1.5","crisis_b_2"
2007-01-02,"all",NA,NA,3.6794,NA,11.56,14.68,0,0,0,0,0,0,0,0
2007-01-03,"all",NA,NA,3.6774,NA,12.04,14.73,0,0,0,0,0,0,0,0
2007-01-04,"all",NA,NA,3.6753,NA,11.51,15.06,0,0,0,0,0,0,0,0
2007-01-05,"all",NA,NA,3.6753,NA,12.14,16.35,0,0,0,0,0,0,0,0
2007-01-08,"all",NA,NA,3.6703,NA,12,16.88,0,0,0,0,0,0,0,0
2007-01-09,"all",NA,NA,3.6662,NA,11.91,16.63,0,0,0,0,0,0,0,0
2007-01-10,"all",NA,NA,3.6622,NA,11.47,17.25,0,0,0,0,0,0,0,0
2007-01-11,"all",NA,NA,3.6652,NA,10.87,15.05,0,0,0,0,0,0,0,0
2007-01-12,"all",NA,NA,3.6601,NA,10.15,14.58,0,0,0,0,0,0,0,0
2007-01-15,"all",NA,NA,3.6601,NA,10.15,14.73,0,0,0,0,0,0,0,0
2007-01-16,"all",NA,NA,3.6642,NA,10.74,15.73,0,0,0,0,0,0,0,0
2007-01-17,"all",NA,NA,3.6652,NA,10.59,16.1,0,0,0,0,0,0,0,0
2007-01-18,"all",NA,NA,3.6622,NA,10.85,16.25,0,0,0,0,0,0,0,0
2007-01-19,"all",NA,NA,3.6632,NA,10.4,14.95,0,0,0,0,0,0,0,0
2007-01-22,"all",NA,NA,3.6632,NA,10.77,16.02,0,0,0,0,0,0,0,0
2007-01-23,"all",NA,NA,3.6632,NA,10.34,16.01,0,0,0,0,0,0,0,0
2007-01-24,"all",NA,NA,3.6632,NA,9.89,14.84,0,0,0,0,0,0,0,0
2007-01-25,"all",NA,NA,3.6632,NA,11.22,15.38,0,0,0,0,0,0,0,0
2007-01-26,"all",NA,NA,3.6642,NA,11.13,15.83,0,0,0,0,0,0,0,0
2007-01-29,"all",NA,NA,3.6642,NA,11.45,16.12,0,0,0,0,0,0,0,0
2007-01-30,"all",NA,NA,3.6642,NA,10.96,15.17,0,0,0,0,0,0,0,0
2007-01-31,"all",NA,NA,3.6632,NA,10.42,15.92,0,0,0,0,0,0,0,0
2007-02-01,"all",NA,NA,3.6591,NA,10.31,15.13,0,0,0,0,0,0,0,0
2007-02-02,"all",NA,NA,3.6591,NA,10.08,14.14,0,0,0,0,0,0,0,0
2007-02-05,"all",NA,NA,3.6571,NA,10.55,14.36,0,0,0,0,0,0,0,0
2007-02-06,"all",NA,NA,3.6571,NA,10.65,14.41,0,0,0,0,0,0,0,0
2007-02-07,"all",NA,NA,3.6571,NA,10.32,13.97,0,0,0,0,0,0,0,0
2007-02-08,"all",NA,NA,3.6561,NA,10.44,14.26,0,0,0,0,0,0,0,0
2007-02-09,"all",NA,NA,3.6561,NA,11.1,13.92,0,0,0,0,0,0,0,0
2007-02-12,"all",NA,NA,3.6571,NA,11.61,15.11,0,0,0,0,0,0,0,0
2007-02-13,"all",NA,NA,3.6612,NA,10.34,14.71,0,0,0,0,0,0,0,0
2007-02-14,"all",NA,NA,3.6652,NA,10.23,13.91,0,0,0,0,0,0,0,0
2007-02-15,"all",NA,NA,3.6906,NA,10.22,13.83,0,0,0,0,0,0,0,0
2007-02-16,"all",NA,NA,3.7007,NA,10.02,13.45,0,0,0,0,0,0,0,0
2007-02-19,"all",NA,NA,3.7088,NA,10.02,13.41,0,0,0,0,0,0,0,0
2007-02-20,"all",NA,NA,3.72,NA,10.24,13.74,0,0,0,0,0,0,0,0
2007-02-21,"all",NA,NA,3.7301,NA,10.2,14.19,0,0,0,0,0,0,0,0
2007-02-22,"all",NA,NA,3.7544,NA,10.18,13.87,0,0,0,0,0,0,0,0
2007-02-23,"all",NA,NA,3.7636,NA,10.58,13.74,0,0,0,0,0,0,0,0
2007-02-26,"all",NA,NA,3.7838,NA,11.15,13.79,0,0,0,0,0,0,0,0
2007-02-27,"all",NA,NA,3.797,NA,18.31,17.73,0,0,0,0,0,0,0,0
2007-02-28,"all",NA,NA,3.8021,NA,15.42,19.5,0,0,0,0,0,0,0,0
2007-03-01,"all",NA,NA,3.8234,NA,15.82,20.01,0,0,0,0,0,0,0,0
2007-03-02,"all",NA,NA,3.8386,NA,18.61,20.3,0,0,0,0,0,0,0,0
2007-03-05,"all",NA,NA,3.8457,NA,19.63,21.8,0,0,0,0,0,0,0,0
2007-03-06,"all",NA,NA,3.8558,NA,15.96,20.36,0,0,0,0,0,0,0,0
2007-03-07,"all",NA,NA,3.8609,NA,15.24,19.43,0,0,0,0,0,0,0,0
2007-03-08,"all",NA,NA,3.8923,NA,14.29,18.15,0,0,0,0,0,0,0,0
2007-03-09,"all",NA,NA,3.8994,NA,14.09,18.07,0,0,0,0,0,0,0,0
2007-03-12,"all",NA,NA,3.9085,NA,13.99,19.25,0,0,0,0,0,0,0,0
2007-03-13,"all",NA,NA,3.9096,NA,18.13,20.48,0,0,0,0,0,0,0,0
2007-03-14,"all",NA,NA,3.9085,NA,17.27,23.53,0,0,0,0,0,0,0,0
2007-03-15,"all",NA,NA,3.9096,NA,16.43,21.68,0,0,0,0,0,0,0,0
2007-03-16,"all",NA,NA,3.9156,NA,16.79,21.08,0,0,0,0,0,0,0,0
2007-03-19,"all",NA,NA,3.9167,NA,14.59,19.82,0,0,0,0,0,0,0,0
2007-03-20,"all",NA,NA,3.9167,NA,13.27,18.82,0,0,0,0,0,0,0,0
2007-03-21,"all",NA,NA,3.9177,NA,12.19,18.79,0,0,0,0,0,0,0,0
2007-03-22,"all",NA,NA,3.9156,NA,12.93,17.38,0,0,0,0,0,0,0,0
2007-03-23,"all",NA,NA,3.9167,NA,12.95,17.06,0,0,0,0,0,0,0,0
2007-03-26,"all",NA,NA,3.9177,NA,13.16,19.09,0,0,0,0,0,0,0,0
2007-03-27,"all",NA,NA,3.9177,NA,13.48,18.73,0,0,0,0,0,0,0,0
2007-03-28,"all",NA,NA,3.9187,NA,14.98,19.79,0,0,0,0,0,0,0,0
2007-03-29,"all",NA,NA,3.9177,NA,15.14,18.32,0,0,0,0,0,0,0,0
2007-03-30,"all",NA,NA,3.9177,NA,14.64,17.54,0,0,0,0,0,0,0,0
2007-04-02,"all",NA,NA,3.9177,NA,14.53,17.71,0,0,0,0,0,0,0,0
2007-04-03,"all",NA,NA,3.9187,NA,13.46,16.27,0,0,0,0,0,0,0,0
2007-04-04,"all",NA,NA,3.9167,NA,13.24,15.75,0,0,0,0,0,0,0,0
2007-04-05,"all",NA,NA,3.9156,NA,13.23,15.75,0,0,0,0,0,0,0,0
2007-04-06,"all",NA,NA,3.9156,NA,13.23,15.75,0,0,0,0,0,0,0,0
2007-04-09,"all",NA,NA,3.9156,NA,13.14,15.75,0,0,0,0,0,0,0,0
2007-04-10,"all",NA,NA,3.9116,NA,12.68,15.7,0,0,0,0,0,0,0,0
2007-04-11,"all",NA,NA,3.9106,NA,13.49,17.01,0,0,0,0,0,0,0,0
2007-04-12,"all",NA,NA,3.9116,NA,12.71,17.09,0,0,0,0,0,0,0,0
2007-04-13,"all",NA,NA,3.9096,NA,12.2,16.5,0,0,0,0,0,0,0,0
2007-04-16,"all",NA,NA,3.9096,NA,11.98,16.74,0,0,0,0,0,0,0,0
2007-04-17,"all",NA,NA,3.9096,NA,12.14,17.19,0,0,0,0,0,0,0,0
2007-04-18,"all",NA,NA,3.9106,NA,12.42,18.12,0,0,0,0,0,0,0,0
2007-04-19,"all",NA,NA,3.9106,NA,12.54,18.68,0,0,0,0,0,0,0,0
2007-04-20,"all",NA,NA,3.9106,NA,12.07,18.17,0,0,0,0,0,0,0,0
2007-04-23,"all",NA,NA,3.9116,NA,13.04,18.28,0,0,0,0,0,0,0,0
2007-04-24,"all",NA,NA,3.9116,NA,13.12,18.57,0,0,0,0,0,0,0,0
2007-04-25,"all",NA,NA,3.9116,NA,13.21,17.78,0,0,0,0,0,0,0,0
2007-04-26,"all",NA,NA,3.9126,NA,12.79,17.82,0,0,0,0,0,0,0,0
2007-04-27,"all",NA,NA,3.9146,NA,12.45,18.02,0,0,0,0,0,0,0,0
2007-04-30,"all",NA,NA,3.9146,NA,14.22,18.34,0,0,0,0,0,0,0,0
2007-05-01,"all",NA,NA,3.9146,NA,13.51,18.34,0,0,0,0,0,0,0,0
2007-05-02,"all",NA,NA,3.9167,NA,13.08,18.18,0,0,0,0,0,0,0,0
2007-05-03,"all",NA,NA,3.9167,NA,13.09,17.8,0,0,0,0,0,0,0,0
2007-05-04,"all",NA,NA,3.9167,NA,12.91,17.06,0,0,0,0,0,0,0,0
2007-05-07,"all",NA,NA,3.9177,NA,13.15,17.13,0,0,0,0,0,0,0,0
2007-05-08,"all",NA,NA,3.9177,NA,13.21,17.6,0,0,0,0,0,0,0,0
2007-05-09,"all",NA,NA,3.9156,NA,12.88,17.24,0,0,0,0,0,0,0,0
2007-05-10,"all",NA,NA,3.9167,NA,13.6,17.87,0,0,0,0,0,0,0,0
2007-05-11,"all",NA,NA,3.9268,NA,12.95,17.46,0,0,0,0,0,0,0,0
2007-05-14,"all",NA,NA,3.944,NA,13.96,18.04,0,0,0,0,0,0,0,0
2007-05-15,"all",NA,NA,3.9471,NA,14.01,17.67,0,0,0,0,0,0,0,0
2007-05-16,"all",NA,NA,3.9481,NA,13.5,17.69,0,0,0,0,0,0,0,0
2007-05-17,"all",NA,NA,3.9694,NA,13.51,17.45,0,0,0,0,0,0,0,0
2007-05-18,"all",NA,NA,3.9775,NA,12.76,16.09,0,0,0,0,0,0,0,0
2007-05-21,"all",NA,NA,3.9927,NA,13.3,16.13,0,0,0,0,0,0,0,0
2007-05-22,"all",NA,NA,3.9978,NA,13.06,15.9,0,0,0,0,0,0,0,0
2007-05-23,"all",NA,NA,4.0049,NA,13.24,15.61,0,0,0,0,0,0,0,0
2007-05-24,"all",NA,NA,4.0282,NA,14.08,16.72,0,0,0,0,0,0,0,0
2007-05-25,"all",NA,NA,4.0353,NA,13.34,15.99,0,0,0,0,0,0,0,0
2007-05-28,"all",NA,NA,4.0383,NA,13.34,15.99,0,0,0,0,0,0,0,0
2007-05-29,"all",NA,NA,4.0474,NA,13.53,16.36,0,0,0,0,0,0,0,0
2007-05-30,"all",NA,NA,4.0627,NA,12.83,16.49,0,0,0,0,0,0,0,0
2007-05-31,"all",NA,NA,4.086,NA,13.05,15.79,0,0,0,0,0,0,0,0
2007-06-01,"all",NA,NA,4.09,NA,12.78,15.29,0,0,0,0,0,0,0,0
2007-06-04,"all",NA,NA,4.0971,NA,13.29,16.5,0,0,0,0,0,0,0,0
2007-06-05,"all",NA,NA,4.1083,NA,13.63,16.55,0,0,0,0,0,0,0,0
2007-06-06,"all",NA,NA,4.1113,NA,14.87,18.54,0,0,0,0,0,0,0,0
2007-06-07,"all",NA,NA,4.1417,NA,17.06,19.56,0,0,0,0,0,0,0,0
2007-06-08,"all",NA,NA,4.1539,NA,14.84,18.89,0,0,0,0,0,0,0,0
2007-06-11,"all",NA,NA,4.164,NA,14.71,18.25,0,0,0,0,0,0,0,0
2007-06-12,"all",NA,NA,4.1651,NA,16.67,18.83,0,0,0,0,0,0,0,0
2007-06-13,"all",NA,NA,4.1691,NA,14.73,18.56,0,0,0,0,0,0,0,0
2007-06-14,"all",NA,NA,4.1711,NA,13.64,16.87,0,0,0,0,0,0,0,0
2007-06-15,"all",NA,NA,4.1701,NA,13.94,15.96,0,0,0,0,0,0,0,0
2007-06-18,"all",NA,NA,4.1691,NA,13.42,16.77,0,0,0,0,0,0,0,0
2007-06-19,"all",NA,NA,4.1701,NA,12.85,16.13,0,0,0,0,0,0,0,0
2007-06-20,"all",NA,NA,4.1711,NA,14.67,15.92,0,0,0,0,0,0,0,0
2007-06-21,"all",NA,NA,4.1722,NA,14.21,16.96,0,0,0,0,0,0,0,0
2007-06-22,"all",NA,NA,4.1722,NA,15.75,17.31,0,0,0,0,0,0,0,0
2007-06-25,"all",NA,NA,4.1711,NA,16.65,17.81,0,0,0,0,0,0,0,0
2007-06-26,"all",NA,NA,4.1711,NA,18.89,18.93,0,0,0,0,0,0,0,0
2007-06-27,"all",NA,NA,4.1762,NA,15.53,18.91,0,0,0,0,0,0,0,0
2007-06-28,"all",NA,NA,4.1711,NA,15.54,17.77,0,0,0,0,0,0,0,0
2007-06-29,"all",NA,NA,4.1722,NA,16.23,16.9,0,0,0,0,0,0,0,0
2007-07-02,"all",NA,NA,4.1701,NA,15.4,17.63,0,0,0,0,0,0,0,0
2007-07-03,"all",NA,NA,4.1691,NA,14.92,16.81,0,0,0,0,0,0,0,0
2007-07-04,"all",NA,NA,4.162,NA,14.92,16.9,0,0,0,0,0,0,0,0
2007-07-05,"all",NA,NA,4.16,NA,15.48,17.91,0,0,0,0,0,0,0,0
2007-07-06,"all",NA,NA,4.163,NA,14.72,16.75,0,0,0,0,0,0,0,0
2007-07-09,"all",NA,NA,4.162,NA,15.16,17.08,0,0,0,0,0,0,0,0
2007-07-10,"all",NA,NA,4.162,NA,17.57,18.34,0,0,0,0,0,0,0,0
2007-07-11,"all",NA,NA,4.162,NA,16.64,18.67,0,0,0,0,0,0,0,0
2007-07-12,"all",NA,NA,4.162,NA,15.54,17.52,0,0,0,0,0,0,0,0
2007-07-13,"all",NA,NA,4.162,NA,15.15,17.34,0,0,0,0,0,0,0,0
2007-07-16,"all",NA,NA,4.162,NA,15.59,17.66,0,0,0,0,0,0,0,0
2007-07-17,"all",NA,NA,4.161,NA,15.63,18.03,0,0,0,0,0,0,0,0
2007-07-18,"all",NA,NA,4.16,NA,16,19.27,0,0,0,0,0,0,0,0
2007-07-19,"all",NA,NA,4.16,NA,15.23,17.83,0,0,0,0,0,0,0,0
2007-07-20,"all",NA,NA,4.161,NA,16.95,19.35,0,0,0,0,0,0,0,0
2007-07-23,"all",NA,NA,4.161,NA,16.81,19.17,0,0,0,0,0,0,0,0
2007-07-24,"all",NA,NA,4.161,NA,18.55,20.7,0,0,0,0,0,0,0,0
2007-07-25,"all",NA,NA,4.161,NA,18.1,22.19,0,0,0,0,0,0,0,0
2007-07-26,"all",NA,NA,4.162,NA,20.74,25.16,0,0,0,0,0,0,0,0
2007-07-27,"all",NA,NA,4.162,NA,24.17,25.22,0,0,0,0,0,0,0,0
2007-07-30,"all",NA,NA,4.158,NA,20.87,25.84,0,0,0,0,0,0,0,0
2007-07-31,"all",NA,NA,4.161,NA,23.52,23.82,0,0,0,0,0,0,0,0
2007-08-01,"all",NA,NA,4.162,NA,23.67,27.47,0,0,0,0,0,0,0,0
2007-08-02,"all",NA,NA,4.162,NA,21.22,24.75,0,0,0,0,0,0,0,0
2007-08-03,"all",NA,NA,4.1681,NA,25.16,25.55,0,0,0,0,0,0,0,0
2007-08-06,"all",NA,NA,4.1691,NA,22.94,26.23,0,0,0,0,0,0,0,0
2007-08-07,"all",NA,NA,4.1722,NA,21.56,24.61,0,0,0,0,0,0,0,0
2007-08-08,"all",NA,NA,4.1813,NA,21.45,21.92,0,0,0,0,0,0,0,0
2007-08-09,"all",NA,NA,4.2523,NA,26.48,25.47,0,0,0,0,0,0,0,0
2007-08-10,"all",NA,NA,4.2969,NA,28.3,30.74,0,0,0,0,0,0,0,0
2007-08-13,"all",NA,NA,4.31,NA,26.57,27.7,0,0,0,0,0,0,0,0
2007-08-14,"all",NA,NA,4.3394,NA,27.68,29.02,0,0,0,0,0,0,0,0
2007-08-15,"all",NA,NA,4.3486,NA,30.67,29.18,0,0,0,0,0,0,0,0
2007-08-16,"all",NA,NA,4.4155,NA,30.83,34.74,0,0,0,0,0,0,0,0
2007-08-17,"all",NA,NA,4.4753,NA,29.99,32.45,0,0,0,0,0,0,0,0
2007-08-20,"all",NA,NA,4.4986,NA,26.33,31.13,0,0,0,0,0,0,0,0
2007-08-21,"all",NA,NA,4.4996,NA,25.25,29.03,0,0,0,0,0,0,0,0
2007-08-22,"all",NA,NA,4.5098,NA,22.89,26.5,0,0,0,0,0,0,0,0
2007-08-23,"all",NA,NA,4.5179,NA,22.62,26.04,0,0,0,0,0,0,0,0
2007-08-24,"all",NA,NA,4.5088,NA,20.72,24.49,0,0,0,0,0,0,0,0
2007-08-27,"all",NA,NA,4.5007,NA,22.72,24.49,0,0,0,0,0,0,0,0
2007-08-28,"all",NA,NA,4.4753,NA,26.3,27.33,0,0,0,0,0,0,0,0
2007-08-29,"all",NA,NA,4.4824,NA,23.81,26.54,0,0,0,0,0,0,0,0
2007-08-30,"all",NA,NA,4.4956,NA,25.06,25.27,0,0,0,0,0,0,0,0
2007-08-31,"all",NA,NA,4.5209,NA,23.38,24.47,0,0,0,0,0,0,0,0
2007-09-03,"all",NA,NA,4.5169,NA,23.38,24.2,0,0,0,0,0,0,0,0
2007-09-04,"all",NA,NA,4.5321,NA,22.78,23.48,0,0,0,0,0,0,0,0
2007-09-05,"all",NA,NA,4.5574,NA,24.58,25.78,0,0,0,0,0,0,0,0
2007-09-06,"all",NA,NA,4.5392,NA,23.99,25.63,0,0,0,0,0,0,0,0
2007-09-07,"all",NA,NA,4.5037,NA,26.23,27.82,0,0,0,0,0,0,0,0
2007-09-10,"all",NA,NA,4.5067,NA,27.38,29.45,0,0,0,0,0,0,0,0
2007-09-11,"all",NA,NA,4.5108,NA,25.27,27.95,0,0,0,0,0,0,0,0
2007-09-12,"all",NA,NA,4.5108,NA,24.96,27.07,0,0,0,0,0,0,0,0
2007-09-13,"all",NA,NA,4.4905,NA,24.76,25.91,0,0,0,0,0,0,0,0
2007-09-14,"all",NA,NA,4.4895,NA,24.92,26.55,0,0,0,0,0,0,0,0
2007-09-17,"all",NA,NA,4.4915,NA,26.48,29.03,0,0,0,0,0,0,0,0
2007-09-18,"all",NA,NA,4.4895,NA,20.35,27.66,0,0,0,0,0,0,0,0
2007-09-19,"all",NA,NA,4.4834,NA,20.03,23.57,0,0,0,0,0,0,0,0
2007-09-20,"all",NA,NA,4.4743,NA,20.45,22.16,0,0,0,0,0,0,0,0
2007-09-21,"all",NA,NA,4.4723,NA,19,20.43,0,0,0,0,0,0,0,0
2007-09-24,"all",NA,NA,4.4702,NA,19.37,20.4,0,0,0,0,0,0,0,0
2007-09-25,"all",NA,NA,4.4692,NA,18.6,20.87,0,0,0,0,0,0,0,0
2007-09-26,"all",NA,NA,4.4692,NA,17.63,19.73,0,0,0,0,0,0,0,0
2007-09-27,"all",NA,NA,4.4662,NA,17,19.2,0,0,0,0,0,0,0,0
2007-09-28,"all",NA,NA,4.4662,NA,18,19.71,0,0,0,0,0,0,0,0
2007-10-01,"all",NA,NA,4.45,NA,17.84,19.91,0,0,0,0,0,0,0,0
2007-10-02,"all",NA,NA,4.4439,NA,18.49,19.97,0,0,0,0,0,0,0,0
2007-10-03,"all",NA,NA,4.4348,NA,18.8,20.25,0,0,0,0,0,0,0,0
2007-10-04,"all",NA,NA,4.4175,NA,18.44,19.78,0,0,0,0,0,0,0,0
2007-10-05,"all",NA,NA,4.4003,NA,16.91,17.87,0,0,0,0,0,0,0,0
2007-10-08,"all",NA,NA,4.3912,NA,17.46,18.18,0,0,0,0,0,0,0,0
2007-10-09,"all",NA,NA,4.3739,NA,16.12,17.52,0,0,0,0,0,0,0,0
2007-10-10,"all",NA,NA,4.3445,NA,16.67,17.9,0,0,0,0,0,0,0,0
2007-10-11,"all",NA,NA,4.3161,NA,18.88,18.22,0,0,0,0,0,0,0,0
2007-10-12,"all",NA,NA,4.2543,NA,17.73,18.35,0,0,0,0,0,0,0,0
2007-10-15,"all",NA,NA,4.2411,NA,19.25,20.04,0,0,0,0,0,0,0,0
2007-10-16,"all",NA,NA,4.2401,NA,20.02,20.47,0,0,0,0,0,0,0,0
2007-10-17,"all",NA,NA,4.2401,NA,18.54,20.02,0,0,0,0,0,0,0,0
2007-10-18,"all",NA,NA,4.234,NA,18.5,19.93,0,0,0,0,0,0,0,0
2007-10-19,"all",NA,NA,4.231,NA,22.96,19.72,0,0,0,0,0,0,0,0
2007-10-22,"all",NA,NA,4.232,NA,21.64,23.14,0,0,0,0,0,0,0,0
2007-10-23,"all",NA,NA,4.2289,NA,20.41,22.28,0,0,0,0,0,0,0,0
2007-10-24,"all",NA,NA,4.2239,NA,20.8,22.57,0,0,0,0,0,0,0,0
2007-10-25,"all",NA,NA,4.2147,NA,21.17,20.39,0,0,0,0,0,0,0,0
2007-10-26,"all",NA,NA,4.2147,NA,19.56,19.65,0,0,0,0,0,0,0,0
2007-10-29,"all",NA,NA,4.2158,NA,19.87,19.55,0,0,0,0,0,0,0,0
2007-10-30,"all",NA,NA,4.2147,NA,21.07,20.53,0,0,0,0,0,0,0,0
2007-10-31,"all",NA,NA,4.2127,NA,18.53,19.99,0,0,0,0,0,0,0,0
2007-11-01,"all",NA,NA,4.2076,NA,23.21,20.8,0,0,0,0,0,0,0,0
2007-11-02,"all",NA,NA,4.2036,NA,23.01,20.8,0,0,0,0,0,0,0,0
2007-11-05,"all",NA,NA,4.2016,NA,24.31,20.8,0,0,0,0,0,0,0,0
2007-11-06,"all",NA,NA,4.1995,NA,21.39,20.8,0,0,0,0,0,0,0,0
2007-11-07,"all",NA,NA,4.1975,NA,26.49,23.11,0,0,0,0,0,0,0,0
2007-11-08,"all",NA,NA,4.1955,NA,26.16,24.21,0,0,0,0,0,0,0,0
2007-11-09,"all",NA,NA,4.1934,NA,28.5,26.26,0,0,0,0,0,0,0,0
2007-11-12,"all",NA,NA,4.1934,NA,31.09,25.8,0,0,0,0,0,0,0,0
2007-11-13,"all",NA,NA,4.1965,NA,24.1,24.39,0,0,0,0,0,0,0,0
2007-11-14,"all",NA,NA,4.1975,NA,25.94,23.91,0,0,0,0,0,0,0,0
2007-11-15,"all",NA,NA,4.1995,NA,28.06,24.12,0,0,0,0,0,0,0,0
2007-11-16,"all",NA,NA,4.2016,NA,25.49,23.95,0,0,0,0,0,0,0,0
2007-11-19,"all",NA,NA,4.2147,NA,26.01,25.89,0,0,0,0,0,0,0,0
2007-11-20,"all",NA,NA,4.2269,NA,24.88,24.23,0,0,0,0,0,0,0,0
2007-11-21,"all",NA,NA,4.231,NA,26.84,26.31,0,0,0,0,0,0,0,0
2007-11-22,"all",NA,NA,4.2492,NA,26.84,25.28,0,0,0,0,0,0,0,0
2007-11-23,"all",NA,NA,4.2573,NA,25.61,24.21,0,0,0,0,0,0,0,0
2007-11-26,"all",NA,NA,4.2431,NA,28.91,25.36,0,0,0,0,0,0,0,0
2007-11-27,"all",NA,NA,4.2381,NA,26.28,24.89,0,0,0,0,0,0,0,0
2007-11-28,"all",NA,NA,4.2269,NA,24.11,22.95,0,0,0,0,0,0,0,0
2007-11-29,"all",NA,NA,4.8758,NA,23.97,22.19,0,0,0,0,0,0,0,0
2007-11-30,"all",NA,NA,4.889,NA,22.87,20.43,0,0,0,0,0,0,0,0
2007-12-03,"all",NA,NA,4.9011,NA,23.61,20.22,0,0,0,0,0,0,0,0
2007-12-04,"all",NA,NA,4.9153,NA,23.79,21.19,0,0,0,0,0,0,0,0
2007-12-05,"all",NA,NA,4.9245,NA,22.53,19.13,0,0,0,0,0,0,0,0
2007-12-06,"all",NA,NA,4.9316,NA,20.96,18.95,0,0,0,0,0,0,0,0
2007-12-07,"all",NA,NA,4.9397,NA,20.85,17.78,0,0,0,0,0,0,0,0
2007-12-10,"all",NA,NA,4.963,NA,20.74,18.37,0,0,0,0,0,0,0,0
2007-12-11,"all",NA,NA,4.9914,NA,23.59,18.73,0,0,0,0,0,0,0,0
2007-12-12,"all",NA,NA,5.0157,NA,22.47,17.39,0,0,0,0,0,0,0,0
2007-12-13,"all",NA,NA,5.0066,NA,22.56,20.41,0,0,0,0,0,0,0,0
2007-12-14,"all",NA,NA,5.0005,NA,23.27,19.89,0,0,0,0,0,0,0,0
2007-12-17,"all",NA,NA,4.9985,NA,24.52,21.75,0,0,0,0,0,0,0,0
2007-12-18,"all",NA,NA,4.6984,NA,22.64,21.08,0,0,0,0,0,0,0,0
2007-12-19,"all",NA,NA,4.6274,NA,21.68,20.48,0,0,0,0,0,0,0,0
2007-12-20,"all",NA,NA,4.5858,NA,20.58,19.15,0,0,0,0,0,0,0,0
2007-12-21,"all",NA,NA,4.5382,NA,18.47,17.24,0,0,0,0,0,0,0,0
2007-12-24,"all",NA,NA,4.5209,NA,18.6,17.24,0,0,0,0,0,0,0,0
2007-12-25,"all",NA,NA,4.5209,NA,18.6,17.24,0,0,0,0,0,0,0,0
2007-12-26,"all",NA,NA,4.5209,NA,18.66,17.24,0,0,0,0,0,0,0,0
2007-12-27,"all",NA,NA,4.4996,NA,20.26,18.37,0,0,0,0,0,0,0,0
2007-12-28,"all",NA,NA,4.3536,NA,20.74,18.06,0,0,0,0,0,0,0,0
2007-12-31,"all",NA,NA,4.3476,NA,22.5,18.06,0,0,0,0,0,0,0,0
2008-01-01,"all",NA,NA,4.3476,NA,22.5,18.06,0,0,0,0,0,0,0,0
2008-01-02,"all",NA,NA,4.2979,NA,23.17,20.8,0,0,0,0,0,0,0,0
2008-01-03,"all",NA,NA,4.2735,NA,22.49,20.41,0,0,0,0,0,0,0,0
2008-01-04,"all",NA,NA,4.2634,NA,23.94,21.8,0,0,0,0,0,0,0,0
2008-01-07,"all",NA,NA,4.2624,NA,23.79,22.32,0,0,0,0,0,0,0,0
2008-01-08,"all",NA,NA,4.2604,NA,25.43,21.31,0,0,0,0,0,0,0,0
2008-01-09,"all",NA,NA,4.2685,NA,24.12,22.27,0,0,0,0,0,0,0,0
2008-01-10,"all",NA,NA,4.2644,NA,23.45,22.2,0,0,0,0,0,0,0,0
2008-01-11,"all",NA,NA,4.2624,NA,23.68,21.6,0,0,0,0,0,0,0,0
2008-01-14,"all",NA,NA,4.2614,NA,22.9,21.89,0,0,0,0,0,0,0,0
2008-01-15,"all",NA,NA,4.2614,NA,23.34,23.61,0,0,0,0,0,0,0,0
2008-01-16,"all",NA,NA,4.2583,NA,24.38,24.3,0,0,0,0,0,0,0,0
2008-01-17,"all",NA,NA,4.2533,NA,28.46,24.29,0,0,0,0,0,0,0,0
2008-01-18,"all",NA,NA,4.2492,NA,27.18,25.44,0,0,0,0,0,0,0,0
2008-01-21,"all",NA,NA,4.2482,NA,27.18,34.96,0,0,0,0,0,0,0,0
2008-01-22,"all",NA,NA,4.232,NA,31.01,33.79,0,0,0,0,0,0,0,0
2008-01-23,"all",NA,NA,4.233,NA,29.02,40.25,0,0,0,0,0,0,0,0
2008-01-24,"all",NA,NA,4.237,NA,27.78,34.87,0,0,0,0,0,0,0,0
2008-01-25,"all",NA,NA,4.2452,NA,29.08,33.7,0,0,0,0,0,0,0,0
2008-01-28,"all",NA,NA,4.2472,NA,27.78,33.42,0,0,0,0,0,0,0,0
2008-01-29,"all",NA,NA,4.2472,NA,27.32,31.89,0,0,0,0,0,0,0,0
2008-01-30,"all",NA,NA,4.2492,NA,27.62,32.3,0,0,0,0,0,0,0,0
2008-01-31,"all",NA,NA,4.2482,NA,26.2,30.05,0,0,0,0,0,0,0,0
2008-02-01,"all",NA,NA,4.2482,NA,24.02,27.47,0,0,0,0,0,0,0,0
2008-02-04,"all",NA,NA,4.2441,NA,25.99,27.22,0,0,0,0,0,0,0,0
2008-02-05,"all",NA,NA,4.2421,NA,28.24,31.96,0,0,0,0,0,0,0,0
2008-02-06,"all",NA,NA,4.236,NA,28.97,30.57,0,0,0,0,0,0,0,0
2008-02-07,"all",NA,NA,4.233,NA,27.66,31.8,0,0,0,0,0,0,0,0
2008-02-08,"all",NA,NA,4.2299,NA,28.01,31.69,0,0,0,0,0,0,0,0
2008-02-11,"all",NA,NA,4.233,NA,27.6,31.94,0,0,0,0,0,0,0,0
2008-02-12,"all",NA,NA,4.235,NA,26.33,28.64,0,0,0,0,0,0,0,0
